peak_group,group_two_theta,suspected_static,coverage_fraction,detected_frame_count,detected_fraction,roi_presence_count,roi_fraction,roi_presence_threshold,max_roi_area,position_frames,median_detected_two_theta,position_mad_deg,position_range_deg,slope_deg_per_gpa,frames_detected
261,11.0966,0,0.529412,7,0.411765,9,0.529412,0.00439613,0.0439613,7,11.0945,0,0.014023,0.000325308,0.7GPa;12.8GPa;13.3GPa;15.6GPa;2.3GPa;2.4GPa_decomp;5GPa
262,11.1262,0,0.294118,2,0.117647,5,0.294118,0.00819865,0.0819865,2,11.1262,0,0,0,2.4GPa_decomp;6.2GPa
263,11.1501,0,0.294118,5,0.294118,4,0.235294,0.0144445,0.144445,5,11.1638,0.009838,0.028047,-0.00145103,0.7GPa;1.3GPa;12.8GPa;3.9GPa;6.6GPa
264,11.2004,0,0.235294,2,0.117647,4,0.235294,0.0222228,0.222228,2,11.1974,0.007908,0.015816,0.0143782,3.9GPa;5GPa
265,11.2457,0,0.294118,3,0.176471,5,0.294118,0.0255169,0.255169,3,11.2527,0.009248,0.025063,0.00511366,2.3GPa;6.2GPa;6.6GPa
266,11.2915,0,0.294118,5,0.294118,5,0.294118,0.0247507,0.247507,5,11.29,0.005664,0.019688,-0.00138239,10.4GPa;12.8GPa;1GPa;6.6GPa;7.4GPa
267,11.324,0,0.411765,7,0.411765,4,0.235294,0.0252593,0.252593,7,11.316,0,0.016103,0.000149249,1.5GPa;10.4GPa;12.8GPa;1GPa;3.9GPa;8.5GPa;9.8GPa
268,11.3634,0,0.176471,1,0.0588235,3,0.176471,0.0209812,0.209812,1,11.3634,0,0,,1.5GPa
269,11.397,0,0.352941,1,0.0588235,6,0.352941,0.0102171,0.102171,1,11.395,0,0,,2.3GPa
270,11.4424,0,0.352941,2,0.117647,6,0.352941,0.00797492,0.0797492,2,11.4425,0,0,0,12.8GPa;6.2GPa
271,11.4588,0,0.235294,3,0.176471,4,0.235294,0.00843485,0.0843485,3,11.4583,2.5e-05,0.015841,0.000315682,0.7GPa;3.9GPa;6.2GPa
272,11.4993,0,0.294118,5,0.294118,5,0.294118,0.00873771,0.0873771,5,11.5003,0.010414,0.028047,0.00204402,1.3GPa;15.6GPa;3.9GPa;6.6GPa;8.5GPa
273,11.5281,0,0.294118,4,0.235294,5,0.294118,0.00746171,0.0746171,4,11.5216,0,0.00683,0.000859668,10.4GPa;3.9GPa;5GPa;8.5GPa
274,11.5565,0,0.294118,4,0.235294,5,0.294118,0.0072165,0.072165,4,11.5548,0.0016225,0.015816,0.000114303,10.4GPa;1GPa;5GPa;6.2GPa
275,11.5849,0,0.235294,3,0.176471,4,0.235294,0.00500371,0.0500371,3,11.6006,0,0.016154,0.00288464,6.2GPa;6.6GPa;7.4GPa
276,11.6322,0,0.352941,3,0.176471,6,0.352941,0.00310249,0.0310249,3,11.6323,0,0.015815,-0.000963448,2.3GPa;7.4GPa;8.5GPa
277,11.664,0,0.294118,5,0.294118,1,0.0588235,0.00425012,0.0425012,5,11.6639,0,0,0,12.8GPa;5GPa;7.4GPa;8.5GPa;9.8GPa
278,11.7107,0,0.470588,8,0.470588,1,0.0588235,0.00751457,0.0751457,8,11.7114,0.0003265,0.028047,0.000500383,0.7GPa;1.3GPa;12.8GPa;13.3GPa;15.6GPa;3.9GPa;5GPa;9.8GPa
279,11.7532,0,0.294118,5,0.294118,1,0.0588235,0.00620435,0.0620435,5,11.7588,0,0.020052,-0.000675229,0.7GPa;13.3GPa;1GPa;5GPa;6.2GPa
280,11.7782,0,0.176471,3,0.176471,3,0.176471,0.00238773,0.0238773,3,11.7904,0,0.015815,0.00119924,1.5GPa;1GPa;8.5GPa
281,11.8076,0,0.235294,4,0.235294,3,0.176471,0.00123047,0.0123047,4,11.8062,0,0.016641,-0.000997524,1.3GPa;1.5GPa;3.9GPa;9.8GPa
282,11.8379,0,0.176471,2,0.117647,3,0.176471,0.000483728,0.00483728,2,11.8379,0,0,0,1GPa;2.3GPa
283,11.8802,0,0.235294,4,0.235294,3,0.176471,0.000382838,0.00382838,4,11.8742,0.004737,0.015816,-0.000644815,0.7GPa;12.8GPa;6.2GPa;7.4GPa
284,11.9299,0,0.411765,6,0.352941,7,0.411765,0.000194345,0.00194345,6,11.9269,0.005859,0.015815,-0.00065459,1.3GPa;13.3GPa;1GPa;3.9GPa;7.4GPa;8.5GPa
285,11.9671,0,0.411765,6,0.352941,7,0.411765,0.000336594,0.00336594,6,11.9708,0.006372,0.017095,-0.000202788,0.7GPa;10.4GPa;15.6GPa;3.9GPa;5GPa;9.8GPa
286,12.0048,0,0.294118,3,0.176471,5,0.294118,0.000298188,0.00298188,3,12.0052,0.006656,0.015816,0.000452264,1.3GPa;5GPa;6.2GPa
287,12.0308,0,0.294118,4,0.235294,5,0.294118,0.000274235,0.00274235,4,12.0356,0.0079075,0.015815,-0.00128652,1.5GPa;1GPa;3.9GPa;6.2GPa
288,12.0628,0,0.411765,7,0.411765,7,0.411765,0.000208733,0.00208733,7,12.0593,0,0.016015,0.00046088,1.5GPa;10.4GPa;12.8GPa;13.3GPa;15.6GPa;2.3GPa;7.4GPa
289,12.0938,0,0.411765,6,0.352941,7,0.411765,0.000254745,0.00254745,6,12.0971,0.0062155,0.015815,-0.000464554,0.7GPa;1.3GPa;3.9GPa;7.4GPa;8.5GPa;9.8GPa
290,12.1417,0,0.470588,8,0.470588,5,0.294118,0.000296373,0.00296373,8,12.1384,0,0.031631,-0.000956782,12.8GPa;1GPa;2.3GPa;2.4GPa_decomp;5GPa;6.6GPa;8.5GPa;9.8GPa
291,12.1718,0,0.411765,7,0.411765,6,0.352941,0.000181386,0.00181386,7,12.17,0.003471,0.026369,-0.000785207,1.3GPa;1.5GPa;12.8GPa;15.6GPa;1GPa;2.3GPa;6.6GPa
292,12.2021,0,0.294118,4,0.235294,5,0.294118,0.0001,0.00098613,4,12.2016,0,0.015816,0.00157718,12.8GPa;2.3GPa;6.2GPa;7.4GPa
293,12.2488,0,0.294118,5,0.294118,4,0.235294,0.000143054,0.00143054,5,12.2491,0,0.019514,-0.00128241,1.5GPa;10.4GPa;15.6GPa;5GPa;9.8GPa
294,12.2806,0,0.411765,4,0.235294,7,0.411765,0.0001,0.000975892,4,12.2762,0.004537,0.009074,0.00246741,0.7GPa;1.3GPa;3.9GPa;5GPa
295,12.3121,0,0.470588,8,0.470588,4,0.235294,0.0001,0.000217464,8,12.306,0.006329,0.015815,-0.000598329,10.4GPa;15.6GPa;1GPa;2.3GPa;3.9GPa;5GPa;6.2GPa;7.4GPa
296,12.3415,0,0.470588,8,0.470588,5,0.294118,0.0001,0.000220458,8,12.3282,0.000427,0.016242,-0.000162641,1.5GPa;10.4GPa;15.6GPa;3.9GPa;5GPa;6.2GPa;6.6GPa;9.8GPa
297,12.3642,0,0.411765,3,0.176471,7,0.411765,0.0001,0.00047327,3,12.3756,0,0.015815,-0.00103714,12.8GPa;1GPa;9.8GPa
298,12.3989,0,0.411765,7,0.411765,6,0.352941,0.0001,0.000502729,7,12.3978,0.006428,0.020451,-0.000211746,0.7GPa;13.3GPa;2.3GPa;6.2GPa;6.6GPa;7.4GPa;8.5GPa
299,12.4354,0,0.529412,9,0.529412,5,0.294118,0.000119709,0.00119709,9,12.4389,0.001052,0.016867,-0.000123069,0.7GPa;12.8GPa;15.6GPa;1GPa;5GPa;6.2GPa;7.4GPa;8.5GPa;9.8GPa
300,12.4572,0,0.588235,10,0.588235,4,0.235294,0.0001,0.000830779,10,12.4547,0.0003705,0.016556,0.00028363,0.7GPa;1.5GPa;10.4GPa;12.8GPa;1GPa;3.9GPa;6.6GPa;7.4GPa;8.5GPa;9.8GPa
301,12.4846,0,0.529412,9,0.529412,4,0.235294,0.000111731,0.00111731,9,12.4863,0,0.02014,-0.000564885,1.3GPa;13.3GPa;1GPa;2.3GPa;3.9GPa;5GPa;6.2GPa;7.4GPa;9.8GPa
302,12.5171,0,0.352941,6,0.352941,4,0.235294,0.000118909,0.00118909,6,12.517,0.0070115,0.023724,0.000249148,0.7GPa;1.3GPa;10.4GPa;15.6GPa;3.9GPa;9.8GPa
303,12.5522,0,0.529412,9,0.529412,4,0.235294,0.000172671,0.00172671,9,12.5521,0.002531,0.016554,-0.000571836,1.3GPa;1.5GPa;10.4GPa;12.8GPa;15.6GPa;1GPa;2.3GPa;6.6GPa;9.8GPa
304,12.5937,0,0.352941,6,0.352941,5,0.294118,0.000191442,0.00191442,6,12.5891,0.007908,0.016869,-4.12641e-06,0.7GPa;1.5GPa;12.8GPa;1GPa;3.9GPa;8.5GPa
305,12.6409,0,0.588235,10,0.588235,3,0.176471,0.000329955,0.00329955,10,12.6324,0.0111225,0.037432,-0.000526991,1.3GPa;1.5GPa;10.4GPa;13.3GPa;15.6GPa;2.3GPa;5GPa;6.2GPa;7.4GPa;9.8GPa
306,12.6698,0,0.470588,8,0.470588,2,0.117647,0.00029115,0.0029115,8,12.6702,0.005903,0.015815,0.000447166,0.7GPa;1.5GPa;12.8GPa;1GPa;2.3GPa;6.2GPa;7.4GPa;8.5GPa
307,12.6927,0,0.529412,9,0.529412,3,0.176471,0.000153744,0.00153744,9,12.6923,0.000425,0.015815,-0.000315564,1.5GPa;12.8GPa;13.3GPa;15.6GPa;2.3GPa;3.9GPa;5GPa;6.6GPa;9.8GPa
308,12.7337,0,0.235294,4,0.235294,4,0.235294,0.0001,0.000397133,4,12.7235,0.00158,0.014024,0.000584309,10.4GPa;13.3GPa;1GPa;3.9GPa
309,12.762,0,0.294118,5,0.294118,4,0.235294,0.0001,0.00041595,5,12.7625,0.00728,0.021304,0.000471627,0.7GPa;10.4GPa;13.3GPa;7.4GPa;8.5GPa
310,12.7991,0,0.470588,8,0.470588,7,0.411765,0.000100111,0.00100111,8,12.8026,0.000952,0.01772,0.000272527,13.3GPa;15.6GPa;2.3GPa;3.9GPa;5GPa;6.6GPa;8.5GPa;9.8GPa
311,12.8318,0,0.411765,7,0.411765,4,0.235294,0.000518557,0.00518557,7,12.8185,0.000112,0.015816,0.000225827,0.7GPa;1.3GPa;12.8GPa;3.9GPa;6.2GPa;8.5GPa;9.8GPa
312,12.8572,0,0.352941,6,0.352941,5,0.294118,0.00117177,0.0117177,6,12.8606,0.005265,0.019288,0.000202677,0.7GPa;10.4GPa;12.8GPa;15.6GPa;6.2GPa;8.5GPa
313,12.8984,0,0.470588,8,0.470588,3,0.176471,0.00144088,0.0144088,8,12.8887,0.006967,0.02099,-0.000400074,0.7GPa;1.5GPa;12.8GPa;13.3GPa;1GPa;5GPa;6.6GPa;8.5GPa
314,12.914,0,0.235294,4,0.235294,3,0.176471,0.00141969,0.0141969,4,12.9212,0.007908,0.017406,-0.00111889,1.3GPa;1.5GPa;3.9GPa;9.8GPa
315,12.9537,0,0.235294,4,0.235294,3,0.176471,0.000697415,0.00697415,4,12.9519,0.007012,0.016018,1.09822e-05,10.4GPa;13.3GPa;3.9GPa;7.4GPa
316,12.9845,0,0.352941,6,0.352941,6,0.352941,0.000203183,0.00203183,6,12.9817,0.0051185,0.019601,-0.000316525,10.4GPa;13.3GPa;15.6GPa;2.3GPa;5GPa;7.4GPa
317,13.025,0,0.294118,3,0.176471,5,0.294118,0.000142671,0.00142671,3,13.0289,0.010954,0.024978,-0.00185733,10.4GPa;13.3GPa;6.2GPa
318,13.0569,0,0.294118,3,0.176471,5,0.294118,0.000143654,0.00143654,3,13.0569,0,0.001277,0.000102145,0.7GPa;1GPa;6.6GPa
319,13.0873,0,0.352941,3,0.176471,6,0.352941,0.000162673,0.00162673,3,13.0873,0,0.015816,-0.00198463,2.3GPa;3.9GPa;8.5GPa
320,13.1267,0,0.470588,5,0.294118,8,0.470588,0.000319565,0.00319565,5,13.1271,0.007684,0.022156,-0.000563634,0.7GPa;13.3GPa;15.6GPa;5GPa;8.5GPa
321,13.1738,1,0.764706,13,0.764706,8,0.470588,0.000601679,0.00601679,13,13.1822,0.000964,0.032595,-0.00121106,0.7GPa;1.5GPa;10.4GPa;12.8GPa;13.3GPa;2.3GPa;2.4GPa_decomp;3.9GPa;5GPa;6.2GPa;6.6GPa;8.5GPa;9.8GPa
322,13.2085,0,0.529412,9,0.529412,7,0.411765,0.000474383,0.00474383,9,13.198,0.000829,0.016644,0.00013673,1.3GPa;1.5GPa;12.8GPa;15.6GPa;2.4GPa_decomp;6.2GPa;7.4GPa;8.5GPa;9.8GPa
323,13.2268,0,0.411765,6,0.352941,7,0.411765,0.000217751,0.00217751,6,13.2296,0,0.004412,0.000262636,0.7GPa;12.8GPa;2.4GPa_decomp;7.4GPa;8.5GPa;9.8GPa
324,13.2686,0,0.588235,7,0.411765,10,0.588235,0.000201628,0.00201628,7,13.2673,0.006027,0.02005,0.000386836,0.7GPa;1.3GPa;13.3GPa;1GPa;6.6GPa;7.4GPa;9.8GPa
325,13.312,0,0.470588,6,0.352941,8,0.470588,0.000266608,0.00266608,6,13.309,0.0073365,0.031631,0.00110026,1.3GPa;1.5GPa;12.8GPa;15.6GPa;3.9GPa;6.2GPa
326,13.3518,0,0.470588,8,0.470588,6,0.352941,0.000331355,0.00331355,8,13.3403,0.002934,0.028047,0.000700646,0.7GPa;1.3GPa;10.4GPa;1GPa;2.3GPa;3.9GPa;6.6GPa;7.4GPa
327,13.3848,0,0.294118,5,0.294118,5,0.294118,0.000605949,0.00605949,5,13.3795,0.007505,0.021528,0.00274975,1.3GPa;1GPa;2.3GPa;6.6GPa;7.4GPa
328,13.4103,0,0.411765,7,0.411765,5,0.294118,0.000710913,0.00710913,7,13.4216,0.002129,0.031631,0.00102949,0.7GPa;1.5GPa;15.6GPa;6.2GPa;6.6GPa;8.5GPa;9.8GPa
329,13.4511,0,0.176471,3,0.176471,3,0.176471,0.000430048,0.00430048,3,13.4511,0,0.015815,-0.00287994,3.9GPa;8.5GPa;9.8GPa
330,13.4949,0,0.294118,4,0.235294,5,0.294118,0.000674542,0.00674542,4,13.4985,0.0034155,0.014023,0.00107802,1.3GPa;10.4GPa;1GPa;2.3GPa
331,13.5473,0,0.294118,5,0.294118,3,0.176471,0.0012971,0.012971,5,13.5337,0.014023,0.028046,0.00152572,0.7GPa;1.3GPa;13.3GPa;15.6GPa;6.6GPa
332,13.5774,0,0.176471,3,0.176471,3,0.176471,0.00148954,0.0148954,3,13.5776,0,0.001769,-0.000202324,10.4GPa;1GPa;3.9GPa
333,13.6246,0,0.235294,4,0.235294,4,0.235294,0.00293738,0.0293738,4,13.6092,0.0026765,0.021168,0.00054866,1.3GPa;1.5GPa;5GPa;9.8GPa
334,13.655,0,0.235294,4,0.235294,2,0.117647,0.00248563,0.0248563,4,13.6513,0.0070115,0.019109,0.000155765,15.6GPa;1GPa;6.6GPa;9.8GPa
335,13.6878,0,0.294118,5,0.294118,3,0.176471,0.00291753,0.0291753,5,13.674,0.001502,0.015815,-0.000177379,0.7GPa;10.4GPa;1GPa;2.3GPa;6.2GPa
336,13.727,0,0.470588,8,0.470588,3,0.176471,0.00221927,0.0221927,8,13.7357,0.004179,0.028047,-0.000170431,0.7GPa;1GPa;2.3GPa;3.9GPa;6.6GPa;7.4GPa;8.5GPa;9.8GPa
337,13.7696,0,0.470588,8,0.470588,5,0.294118,0.00128756,0.0128756,8,13.7721,0.007908,0.034612,0.000665148,1.3GPa;1.5GPa;10.4GPa;13.3GPa;15.6GPa;1GPa;8.5GPa;9.8GPa
338,13.8148,0,0.235294,4,0.235294,1,0.0588235,0.00202233,0.0202233,4,13.8075,0.0073135,0.015816,0.00161827,1.5GPa;12.8GPa;6.6GPa;9.8GPa
339,13.8284,0,0.117647,2,0.117647,1,0.0588235,0.00200964,0.0200964,2,13.8294,0.0011975,0.002395,0.00038629,12.8GPa;6.6GPa
340,13.8601,0,0.411765,7,0.411765,2,0.117647,0.00154942,0.0154942,7,13.8623,0.005979,0.021795,7.42155e-05,0.7GPa;1.5GPa;10.4GPa;2.3GPa;3.9GPa;5GPa;6.6GPa
341,13.923,0,0.294118,5,0.294118,5,0.294118,0.000389244,0.00389244,5,13.9124,0.013148,0.031631,-0.000191677,15.6GPa;3.9GPa;6.2GPa;6.6GPa;8.5GPa
342,13.9506,0,0.529412,9,0.529412,6,0.352941,0.000423044,0.00423044,9,13.9571,0.011315,0.031631,0.000770249,0.7GPa;10.4GPa;13.3GPa;15.6GPa;1GPa;2.3GPa;2.4GPa_decomp;3.9GPa;7.4GPa
343,13.9984,0,0.411765,4,0.235294,7,0.411765,0.000499633,0.00499633,4,13.9965,0,0.014024,0.000862077,0.7GPa;10.4GPa;15.6GPa;6.6GPa
344,14.0309,0,0.411765,5,0.294118,7,0.411765,0.000634334,0.00634334,5,14.0246,0.004146,0.01817,-0.00153501,0.7GPa;1.3GPa;1GPa;5GPa;9.8GPa
345,14.0614,0,0.529412,7,0.411765,9,0.529412,0.000586916,0.00586916,7,14.0526,0,0.015815,-0.000730295,0.7GPa;1.5GPa;10.4GPa;13.3GPa;15.6GPa;2.4GPa_decomp;6.2GPa
346,14.0931,0,0.529412,5,0.294118,9,0.529412,0.00155518,0.0155518,5,14.0947,0.004814,0.015815,0.000759659,1.3GPa;1.5GPa;6.2GPa;7.4GPa;8.5GPa
347,14.1355,1,0.823529,14,0.823529,9,0.529412,0.00181036,0.0181036,14,14.1339,0.0028125,0.03163,0.000773931,0.7GPa;1.3GPa;10.4GPa;12.8GPa;13.3GPa;15.6GPa;1GPa;2.3GPa;2.4GPa_decomp;5GPa;6.2GPa;6.6GPa;7.4GPa;8.5GPa
348,14.1748,0,0.411765,3,0.176471,7,0.411765,0.00147417,0.0147417,3,14.1648,0.002041,0.015815,0.00221867,12.8GPa;13.3GPa;9.8GPa
349,14.1965,0,0.647059,11,0.647059,9,0.529412,0.000836899,0.00836899,11,14.2102,0.010688,0.026503,-0.000351484,0.7GPa;1.3GPa;10.4GPa;12.8GPa;13.3GPa;15.6GPa;2.3GPa;6.2GPa;6.6GPa;7.4GPa;9.8GPa
350,14.2468,0,0.235294,4,0.235294,3,0.176471,0.000696414,0.00696414,4,14.2497,0.007908,0.015816,0.00123514,1.5GPa;1GPa;3.9GPa;7.4GPa
351,14.2881,0,0.176471,3,0.176471,2,0.117647,0.000430791,0.00430791,3,14.2893,0,0.012296,-0.00236186,1GPa;2.3GPa;6.6GPa
352,14.3284,0,0.411765,4,0.235294,7,0.411765,0.000131506,0.00131506,4,14.327,0.0070115,0.028047,0.000529422,10.4GPa;13.3GPa;15.6GPa;5GPa
353,14.3768,0,0.294118,5,0.294118,4,0.235294,0.000160973,0.00160973,5,14.3751,0.009024,0.036629,0.000677288,0.7GPa;10.4GPa;5GPa;6.2GPa;6.6GPa
354,14.4031,0,0.352941,3,0.176471,6,0.352941,0.000127527,0.00127527,3,14.4032,0,0.003206,0.000241716,1.5GPa;10.4GPa;15.6GPa
355,14.4606,0,0.294118,5,0.294118,1,0.0588235,0.00167156,0.0167156,5,14.4593,0.003962,0.017986,-0.000567235,13.3GPa;15.6GPa;1GPa;2.3GPa;5GPa
356,14.4866,0,0.470588,8,0.470588,2,0.117647,0.00423474,0.0423474,8,14.4832,0.009889,0.028047,-3.26625e-05,1.3GPa;10.4GPa;13.3GPa;15.6GPa;1GPa;3.9GPa;6.2GPa;6.6GPa
357,14.5253,0,0.235294,4,0.235294,2,0.117647,0.00549271,0.0549271,4,14.5209,0.0055655,0.015816,-6.83744e-05,1.5GPa;13.3GPa;2.4GPa_decomp;7.4GPa
358,14.5434,0,0.294118,5,0.294118,2,0.117647,0.0053175,0.053175,5,14.5423,0,0.001101,0.000109762,13.3GPa;2.4GPa_decomp;5GPa;6.2GPa;6.6GPa
359,14.5898,0,0.235294,4,0.235294,4,0.235294,0.00545821,0.0545821,4,14.5898,0,0.015816,0.000908672,2.3GPa;3.9GPa;8.5GPa;9.8GPa
360,14.6076,0,0.411765,7,0.411765,4,0.235294,0.00544624,0.0544624,7,14.6056,0,0.015815,-0.000441879,1.3GPa;10.4GPa;1GPa;2.3GPa;5GPa;8.5GPa;9.8GPa
361,14.6457,0,0.235294,4,0.235294,3,0.176471,0.00410353,0.0410353,4,14.6473,0.0057215,0.015815,0.00102339,0.7GPa;12.8GPa;2.3GPa;3.9GPa
362,14.6846,0,0.117647,2,0.117647,2,0.117647,0.0020893,0.020893,2,14.6771,0.007514,0.015028,-0.00294667,1.5GPa;6.6GPa
363,14.705,0,0.294118,4,0.235294,5,0.294118,0.00142723,0.0142723,4,14.6991,0.0013985,0.014023,-0.000816071,1.3GPa;10.4GPa;15.6GPa;3.9GPa
364,14.7468,0,0.352941,6,0.352941,4,0.235294,0.00108163,0.0108163,6,14.7479,0.005851,0.028047,-0.0010832,0.7GPa;10.4GPa;13.3GPa;1GPa;3.9GPa;5GPa
365,14.7678,0,0.176471,3,0.176471,3,0.176471,0.00238154,0.0238154,3,14.7678,0.004058,0.015815,-0.000737529,13.3GPa;1GPa;5GPa
366,14.8111,0,0.352941,6,0.352941,2,0.117647,0.00293196,0.0293196,6,14.8105,0.0070115,0.028046,0.000649821,1.3GPa;10.4GPa;13.3GPa;15.6GPa;1GPa;6.2GPa
367,14.8569,0,0.294118,5,0.294118,3,0.176471,0.00171848,0.0171848,5,14.8519,0.006694,0.015815,0.000170725,0.7GPa;1.5GPa;15.6GPa;1GPa;7.4GPa
368,14.8745,0,0.352941,6,0.352941,4,0.235294,0.00106059,0.0106059,6,14.88,0.005537,0.01956,0.000777857,1.3GPa;1.5GPa;10.4GPa;13.3GPa;3.9GPa;7.4GPa
369,14.9073,0,0.294118,3,0.176471,5,0.294118,0.00052135,0.0052135,3,14.908,0.001953,0.015815,0.00376827,10.4GPa;12.8GPa;8.5GPa
370,14.9534,0,0.235294,4,0.235294,4,0.235294,0.000810056,0.00810056,4,14.9535,0,0.003423,-0.000190326,12.8GPa;15.6GPa;2.3GPa;9.8GPa
371,14.9924,0,0.352941,2,0.117647,6,0.352941,0.00059404,0.0059404,2,14.9852,0,0,0,3.9GPa;9.8GPa
372,15.0218,0,0.529412,4,0.235294,9,0.529412,0.000522294,0.00522294,4,15.0202,0.001716,0.015816,-0.000232909,0.7GPa;1.5GPa;10.4GPa;1GPa
373,15.0583,0,0.529412,6,0.352941,9,0.529412,0.00068944,0.0068944,6,15.0484,7.65e-05,0.015969,0.00282538,1.3GPa;1.5GPa;1GPa;2.3GPa;3.9GPa;5GPa
374,15.0895,0,0.529412,3,0.176471,9,0.529412,0.000913377,0.00913377,3,15.0959,0,0.019552,-0.00158623,15.6GPa;2.4GPa_decomp;5GPa
375,15.129,0,0.470588,8,0.470588,5,0.294118,0.00102625,0.0102625,8,15.115,0.003351,0.020726,0.000293063,10.4GPa;15.6GPa;2.3GPa;2.4GPa_decomp;6.2GPa;6.6GPa;7.4GPa;8.5GPa
376,15.1441,0,0.352941,3,0.176471,6,0.352941,0.000968715,0.00968715,3,15.1464,0.003118,0.015815,-0.0016657,0.7GPa;1GPa;6.2GPa
377,15.1827,0,0.411765,4,0.235294,7,0.411765,0.000476379,0.00476379,4,15.1987,0.007908,0.032097,-0.000453755,10.4GPa;1GPa;7.4GPa;8.5GPa
378,15.2243,0,0.529412,8,0.470588,9,0.529412,0.000173011,0.00173011,8,15.2303,0.010829,0.028047,-0.000622922,0.7GPa;1.3GPa;1.5GPa;13.3GPa;15.6GPa;2.3GPa;7.4GPa;8.5GPa
379,15.2602,0,0.470588,1,0.0588235,8,0.470588,0.000391698,0.00391698,1,15.254,0,0,,8.5GPa
380,15.3101,0,0.470588,8,0.470588,3,0.176471,0.000447543,0.00447543,8,15.3094,0.0079075,0.016595,-0.000155153,0.7GPa;12.8GPa;13.3GPa;15.6GPa;1GPa;2.3GPa;3.9GPa;9.8GPa
381,15.3341,0,0.411765,5,0.294118,7,0.411765,0.000351688,0.00351688,5,15.3331,0,0.020179,-0.000651404,12.8GPa;15.6GPa;1GPa;5GPa;9.8GPa
382,15.3747,0,0.529412,4,0.235294,9,0.529412,0.000338885,0.00338885,4,15.3757,0.0070115,0.020099,0.000829706,0.7GPa;15.6GPa;1GPa;2.3GPa
383,15.4154,0,0.647059,9,0.529412,11,0.647059,0.00015437,0.0015437,9,15.4122,0.000699,0.029139,5.25828e-05,0.7GPa;1.3GPa;1.5GPa;10.4GPa;15.6GPa;1GPa;2.3GPa;3.9GPa;7.4GPa
384,15.4505,0,0.294118,4,0.235294,5,0.294118,0.000174557,0.00174557,4,15.4494,0.005569,0.025162,0.00168777,10.4GPa;13.3GPa;2.3GPa;3.9GPa
385,15.5053,0,0.294118,5,0.294118,4,0.235294,0.000168377,0.00168377,5,15.497,0.014023,0.028047,0.000233765,1.3GPa;13.3GPa;15.6GPa;5GPa;6.6GPa
386,15.5543,0,0.235294,3,0.176471,4,0.235294,0.000201891,0.00201891,3,15.5531,0.001406,0.015815,0.00175184,10.4GPa;2.3GPa;6.2GPa
387,15.5754,0,0.294118,3,0.176471,5,0.294118,0.000542357,0.00542357,3,15.5812,0,0.010826,-9.91252e-05,0.7GPa;10.4GPa;6.2GPa
388,15.6206,0,0.411765,7,0.411765,4,0.235294,0.000662337,0.00662337,7,15.6336,0.003657,0.019472,0.000834064,10.4GPa;15.6GPa;1GPa;2.3GPa;3.9GPa;6.6GPa;7.4GPa
389,15.6652,0,0.529412,9,0.529412,3,0.176471,0.00241072,0.0241072,9,15.6652,7.3e-05,0.015888,0.000197108,0.7GPa;1.5GPa;13.3GPa;15.6GPa;3.9GPa;5GPa;6.6GPa;7.4GPa;9.8GPa
390,15.718,0,0.411765,7,0.411765,1,0.0588235,0.0153472,0.153472,7,15.7127,0,0.021119,2.45171e-05,0.7GPa;1.3GPa;3.9GPa;6.2GPa;7.4GPa;8.5GPa;9.8GPa
391,15.7443,0,0.294118,5,0.294118,1,0.0588235,0.0153972,0.153972,5,15.7443,0,0.005135,2.36282e-05,2.3GPa;5GPa;6.6GPa;8.5GPa;9.8GPa
392,15.7949,0,0.235294,4,0.235294,1,0.0588235,0.0071552,0.071552,4,15.7916,0.0001205,0.014024,-0.000897887,1.3GPa;10.4GPa;15.6GPa;6.2GPa
393,15.8196,0,0.294118,5,0.294118,1,0.0588235,0.00331251,0.0331251,5,15.8392,0.008407,0.028047,-0.00180808,0.7GPa;10.4GPa;1GPa;8.5GPa;9.8GPa
394,15.8557,0,0.294118,5,0.294118,3,0.176471,0.000392286,0.00392286,5,15.8616,0.006614,0.015815,0.00121671,1.5GPa;10.4GPa;3.9GPa;6.6GPa;7.4GPa
395,15.9024,0,0.235294,4,0.235294,4,0.235294,0.000657076,0.00657076,4,15.8945,0.0079075,0.017053,0.00154207,1.5GPa;13.3GPa;1GPa;8.5GPa
396,15.935,0,0.411765,7,0.411765,3,0.176471,0.000743892,0.00743892,7,15.9317,0.013469,0.031631,0.000198599,0.7GPa;1.3GPa;1.5GPa;12.8GPa;15.6GPa;1GPa;5GPa
397,15.9743,0,0.411765,7,0.411765,4,0.235294,0.000645447,0.00645447,7,15.9738,0.007723,0.028047,0.000752577,0.7GPa;10.4GPa;13.3GPa;2.3GPa;2.4GPa_decomp;6.2GPa;6.6GPa
398,16.0158,0,0.294118,3,0.176471,5,0.294118,0.000442415,0.00442415,3,16.0132,0.002716,0.018532,0.00370857,1.3GPa;1.5GPa;2.3GPa
399,16.052,0,0.470588,8,0.470588,4,0.235294,0.000486834,0.00486834,8,16.0514,0.0070115,0.031631,0.00128251,0.7GPa;10.4GPa;15.6GPa;1GPa;2.3GPa;3.9GPa;7.4GPa;8.5GPa
400,16.0909,0,0.235294,4,0.235294,4,0.235294,0.000464656,0.00464656,4,16.0961,0.00389,0.015815,0.00113941,1.5GPa;10.4GPa;8.5GPa;9.8GPa
