peak_group,group_two_theta,frame_count,frames_present,max_normalized_intensity,tier_a_count,tier_b_count,tier_c_count,source_methods
348,14.174773,3,9.8GPa;12.8GPa;13.3GPa,0.210616,4,0,0,bump;matched;residual
349,14.196527,11,0.7GPa;1.3GPa;2.3GPa;6.2GPa;6.6GPa;7.4GPa;9.8GPa;10.4GPa;12.8GPa;13.3GPa;15.6GPa,0.106459,3,13,0,bump;matched;micro;raw;residual;shoulder
350,14.246781,4,1GPa;1.5GPa;3.9GPa;7.4GPa,0.162108,2,4,0,bump;matched;micro;raw;residual;shoulder
351,14.288131,3,1GPa;2.3GPa;6.6GPa,0.00413776,2,2,0,matched;micro;raw;shoulder
352,14.328387,4,5GPa;10.4GPa;13.3GPa;15.6GPa,0.0136598,5,0,0,bump;matched;micro;raw;residual;shoulder
353,14.376814,5,0.7GPa;5GPa;6.2GPa;6.6GPa;10.4GPa,0.0206802,6,0,0,bump;matched;micro;raw;residual;shoulder
354,14.403126,3,1.5GPa;10.4GPa;15.6GPa,0.00028298,2,1,0,bump;micro;raw;shoulder
355,14.460645,5,1GPa;2.3GPa;5GPa;13.3GPa;15.6GPa,0.0256798,4,2,0,matched;micro;raw;residual;shoulder
356,14.486595,8,1GPa;1.3GPa;3.9GPa;6.2GPa;6.6GPa;10.4GPa;13.3GPa;15.6GPa,0.0278444,5,4,0,bump;matched;micro;raw;residual;shoulder
357,14.525284,4,1.5GPa;2.4GPa_decomp;7.4GPa;13.3GPa,0.00651583,4,1,0,bump;matched;micro;raw;residual;shoulder
358,14.543351,5,2.4GPa_decomp;5GPa;6.2GPa;6.6GPa;13.3GPa,0.0433167,2,3,0,bump;matched;micro;raw;residual;shoulder
359,14.589767,4,2.3GPa;3.9GPa;8.5GPa;9.8GPa,0.335267,3,2,0,bump;matched;micro;raw;residual;shoulder
360,14.607573,7,1GPa;1.3GPa;2.3GPa;5GPa;8.5GPa;9.8GPa;10.4GPa,1,5,3,0,bump;matched;micro;raw;residual;shoulder
361,14.645699,4,0.7GPa;2.3GPa;3.9GPa;12.8GPa,0.607908,4,1,0,bump;matched;micro;raw;residual;shoulder
362,14.684595,2,1.5GPa;6.6GPa,0.000609681,0,3,0,matched;micro;raw;shoulder
363,14.704957,4,1.3GPa;3.9GPa;10.4GPa;15.6GPa,0.0313994,3,2,0,bump;matched;micro;raw;residual;shoulder
364,14.746793,6,0.7GPa;1GPa;3.9GPa;5GPa;10.4GPa;13.3GPa,0.0518398,6,0,0,matched;micro;raw;shoulder
365,14.767833,3,1GPa;5GPa;13.3GPa,0.0435883,4,0,0,bump;matched;micro;raw;residual;shoulder
366,14.811073,6,1GPa;1.3GPa;6.2GPa;10.4GPa;13.3GPa;15.6GPa,0.0298435,4,2,0,bump;matched;micro;raw;residual;shoulder
367,14.856921,5,0.7GPa;1GPa;1.5GPa;7.4GPa;15.6GPa,0.0213707,3,2,0,bump;matched;micro;raw;shoulder
368,14.874469,6,1.3GPa;1.5GPa;3.9GPa;7.4GPa;10.4GPa;13.3GPa,0.0134036,4,3,0,matched;micro;raw;residual;shoulder
369,14.907328,3,8.5GPa;10.4GPa;12.8GPa,0.0105032,2,1,0,bump;matched;micro;raw;residual;shoulder
370,14.953430,4,2.3GPa;9.8GPa;12.8GPa;15.6GPa,0.315589,6,2,0,bump;matched;micro;raw;shoulder
371,14.992362,2,3.9GPa;9.8GPa,0.0718095,2,1,0,bump;matched;micro;raw;residual;shoulder
372,15.021803,4,0.7GPa;1GPa;1.5GPa;10.4GPa,0.00674259,3,3,0,bump;matched;micro;raw;residual;shoulder
373,15.058301,6,1GPa;1.3GPa;1.5GPa;2.3GPa;3.9GPa;5GPa,0.0466828,4,3,0,bump;matched;micro;raw;residual;shoulder
374,15.089471,3,2.4GPa_decomp;5GPa;15.6GPa,0.0963989,5,0,0,bump;matched;micro;raw;residual;shoulder
375,15.128994,8,2.3GPa;2.4GPa_decomp;6.2GPa;6.6GPa;7.4GPa;8.5GPa;10.4GPa;15.6GPa,0.0185579,6,5,0,bump;matched;micro;raw;residual;shoulder
376,15.144074,3,0.7GPa;1GPa;6.2GPa,0.0489298,2,1,0,bump;matched;micro;raw;residual;shoulder
377,15.182746,4,1GPa;7.4GPa;8.5GPa;10.4GPa,0.0201438,5,3,0,bump;matched;micro;raw;residual;shoulder
378,15.224341,8,0.7GPa;1.3GPa;1.5GPa;2.3GPa;7.4GPa;8.5GPa;13.3GPa;15.6GPa,0.0267167,6,5,0,bump;matched;micro;raw;residual;shoulder
379,15.260242,1,8.5GPa,0.0205694,2,0,0,matched;micro;raw
380,15.310089,8,0.7GPa;1GPa;2.3GPa;3.9GPa;9.8GPa;12.8GPa;13.3GPa;15.6GPa,0.108407,4,6,0,bump;matched;micro;raw;residual;shoulder
381,15.334081,5,1GPa;5GPa;9.8GPa;12.8GPa;15.6GPa,0.146712,3,3,0,matched;micro;raw;residual;shoulder
382,15.374653,4,0.7GPa;1GPa;2.3GPa;15.6GPa,0.0139402,3,2,0,bump;matched;micro;raw;residual;shoulder
383,15.415373,9,0.7GPa;1GPa;1.3GPa;1.5GPa;2.3GPa;3.9GPa;7.4GPa;10.4GPa;15.6GPa,0.110974,8,4,0,bump;matched;micro;raw;residual;shoulder
384,15.450470,4,2.3GPa;3.9GPa;10.4GPa;13.3GPa,0.00213845,2,3,0,matched;micro;raw;shoulder
385,15.505252,5,1.3GPa;5GPa;6.6GPa;13.3GPa;15.6GPa,0.0152644,4,2,0,bump;matched;micro;raw;residual;shoulder
386,15.554339,3,2.3GPa;6.2GPa;10.4GPa,0.0130466,2,2,0,bump;matched;micro;raw;shoulder
387,15.575398,3,0.7GPa;6.2GPa;10.4GPa,0.0150922,4,0,0,matched;micro;raw;residual;shoulder
388,15.620579,7,1GPa;2.3GPa;3.9GPa;6.6GPa;7.4GPa;10.4GPa;15.6GPa,0.0264041,4,5,0,bump;matched;micro;raw;residual;shoulder
389,15.665225,9,0.7GPa;1.5GPa;3.9GPa;5GPa;6.6GPa;7.4GPa;9.8GPa;13.3GPa;15.6GPa,0.0315893,3,6,0,bump;matched;micro;raw;residual;shoulder
390,15.718030,7,0.7GPa;1.3GPa;3.9GPa;6.2GPa;7.4GPa;8.5GPa;9.8GPa,0.0915297,6,5,0,matched;micro;raw;residual;shoulder
391,15.744307,5,2.3GPa;5GPa;6.6GPa;8.5GPa;9.8GPa,0.0287138,4,1,0,bump;matched;micro;raw;residual;shoulder
392,15.794869,4,1.3GPa;6.2GPa;10.4GPa;15.6GPa,0.049535,2,2,0,matched;micro;raw;shoulder
393,15.819612,5,0.7GPa;1GPa;8.5GPa;9.8GPa;10.4GPa,0.00853544,2,3,0,bump;matched;micro;raw;shoulder
394,15.855656,5,1.5GPa;3.9GPa;6.6GPa;7.4GPa;10.4GPa,0.00117156,1,4,0,bump;matched;micro;raw;residual;shoulder
395,15.902410,4,1GPa;1.5GPa;8.5GPa;13.3GPa,0.00383188,0,4,0,bump;matched;micro;raw;shoulder
396,15.934987,7,0.7GPa;1GPa;1.3GPa;1.5GPa;5GPa;12.8GPa;15.6GPa,0.240779,4,4,0,bump;matched;micro;raw;residual;shoulder
397,15.974314,7,0.7GPa;2.3GPa;2.4GPa_decomp;6.2GPa;6.6GPa;10.4GPa;13.3GPa,0.0669476,5,3,0,bump;matched;micro;raw;residual;shoulder
398,16.015792,3,1.3GPa;1.5GPa;2.3GPa,0.0251989,1,2,0,bump;matched;micro;raw;shoulder
399,16.051976,8,0.7GPa;1GPa;2.3GPa;3.9GPa;7.4GPa;8.5GPa;10.4GPa;15.6GPa,0.0189988,5,5,0,bump;matched;micro;raw;residual;shoulder
400,16.090863,4,1.5GPa;8.5GPa;9.8GPa;10.4GPa,0.124956,4,2,0,bump;matched;micro;raw;residual;shoulder
401,16.129739,7,1GPa;2.3GPa;3.9GPa;5GPa;6.6GPa;12.8GPa;13.3GPa,0.0205911,3,5,0,bump;matched;micro;raw;shoulder
402,16.163127,4,1GPa;1.5GPa;3.9GPa;12.8GPa,0.0480051,3,3,0,bump;matched;micro;raw;residual;shoulder
403,16.195521,4,1.5GPa;2.3GPa;5GPa;15.6GPa,0.0105528,4,1,0,matched;micro;raw;residual;shoulder
404,16.224914,4,0.7GPa;1.5GPa;10.4GPa;13.3GPa,0.00699257,2,2,0,bump;matched;micro;raw;residual;shoulder
405,16.272369,6,1.3GPa;2.3GPa;2.4GPa_decomp;3.9GPa;6.2GPa;15.6GPa,0.0108566,3,3,0,bump;matched;micro;raw;residual;shoulder
406,16.308298,6,6.2GPa;6.6GPa;7.4GPa;9.8GPa;13.3GPa;15.6GPa,0.0438174,1,5,0,bump;matched;micro;raw;residual;shoulder
407,16.339968,5,1.5GPa;5GPa;6.2GPa;9.8GPa;15.6GPa,0.0168366,1,4,0,matched;micro;raw;shoulder
408,16.380408,3,1GPa;6.2GPa;6.6GPa,0.000862803,1,2,0,bump;matched;micro;raw;residual;shoulder
409,16.420397,6,1.5GPa;3.9GPa;6.6GPa;8.5GPa;9.8GPa;13.3GPa,0.0413751,4,4,0,bump;matched;micro;raw;residual;shoulder
410,16.450294,4,0.7GPa;2.3GPa;10.4GPa;15.6GPa,0.00212555,3,2,0,bump;matched;micro;raw;residual;shoulder
411,16.494941,4,5GPa;7.4GPa;10.4GPa;13.3GPa,0.0179134,4,2,0,bump;matched;micro;raw;residual;shoulder
412,16.534735,4,0.7GPa;1.3GPa;6.2GPa;13.3GPa,0.0413956,2,2,0,matched;micro;raw;residual;shoulder
413,16.558998,4,6.2GPa;12.8GPa;13.3GPa;15.6GPa,0.0309459,3,3,0,bump;matched;micro;raw;shoulder
414,16.598284,5,1GPa;1.5GPa;2.3GPa;7.4GPa;12.8GPa,0.0431419,2,4,0,bump;matched;micro;raw;residual;shoulder
415,16.618267,5,0.7GPa;2.3GPa;2.4GPa_decomp;7.4GPa;8.5GPa,0.039909,4,3,0,bump;matched;micro;raw;shoulder
416,16.649218,6,1GPa;1.3GPa;2.3GPa;3.9GPa;8.5GPa;10.4GPa,0.0250611,3,3,0,bump;matched;micro;raw;residual;shoulder
417,16.692989,4,0.7GPa;1GPa;5GPa;9.8GPa,0.010136,4,1,0,bump;matched;micro;raw;residual;shoulder
418,16.722747,6,1GPa;1.5GPa;3.9GPa;10.4GPa;12.8GPa;15.6GPa,0.0198054,7,0,0,bump;matched;micro;raw;residual;shoulder
419,16.744461,7,1GPa;1.3GPa;1.5GPa;3.9GPa;6.2GPa;12.8GPa;15.6GPa,0.0932487,5,4,0,matched;micro;raw;residual;shoulder
420,16.779132,5,0.7GPa;1.3GPa;2.3GPa;7.4GPa;15.6GPa,0.0210721,2,3,0,matched;micro;raw;shoulder
421,16.835319,4,1.3GPa;2.3GPa;6.6GPa;10.4GPa,0.0579994,4,2,0,matched;micro;raw;shoulder
422,16.853276,7,0.7GPa;2.3GPa;3.9GPa;6.2GPa;6.6GPa;7.4GPa;8.5GPa,0.0510345,3,5,0,matched;micro;raw;shoulder
423,16.883130,4,2.3GPa;6.2GPa;13.3GPa;15.6GPa,0.0104005,1,3,0,matched;raw;residual;shoulder
424,16.920515,7,1GPa;1.3GPa;2.3GPa;2.4GPa_decomp;3.9GPa;6.6GPa;9.8GPa,0.0456016,2,7,0,matched;micro;raw;shoulder
425,16.964495,4,1.3GPa;1.5GPa;3.9GPa;10.4GPa,0.0608124,4,1,0,bump;matched;micro;raw;residual;shoulder
426,17.006472,8,0.7GPa;1.3GPa;3.9GPa;5GPa;6.2GPa;7.4GPa;13.3GPa;15.6GPa,0.07586,8,2,0,bump;matched;micro;raw;residual;shoulder
427,17.048059,6,0.7GPa;1GPa;5GPa;7.4GPa;9.8GPa;10.4GPa,0.0330727,3,4,0,bump;matched;micro;raw;residual;shoulder
428,17.094195,5,1.5GPa;2.3GPa;5GPa;6.6GPa;7.4GPa,0.000679684,3,2,0,bump;matched;micro;raw;residual;shoulder
429,17.108903,3,1.5GPa;7.4GPa;8.5GPa,0.0111128,2,2,0,bump;matched;micro;raw;residual;shoulder
430,17.136900,4,2.3GPa;9.8GPa;13.3GPa;15.6GPa,0.00381712,2,3,0,bump;matched;micro;raw;shoulder
431,17.181892,10,1.3GPa;2.3GPa;3.9GPa;7.4GPa;8.5GPa;9.8GPa;10.4GPa;12.8GPa;13.3GPa;15.6GPa,0.12512,7,4,0,bump;matched;micro;raw;residual;shoulder
432,17.221147,8,0.7GPa;1GPa;1.3GPa;7.4GPa;8.5GPa;10.4GPa;12.8GPa;13.3GPa,0.0121234,5,5,0,bump;matched;micro;raw;residual;shoulder
433,17.266105,9,0.7GPa;1GPa;1.3GPa;1.5GPa;2.4GPa_decomp;9.8GPa;12.8GPa;13.3GPa;15.6GPa,0.0427188,5,6,0,bump;matched;micro;raw;residual;shoulder
434,17.309352,6,1GPa;1.3GPa;3.9GPa;12.8GPa;13.3GPa;15.6GPa,0.0277724,3,4,0,bump;matched;micro;raw;shoulder
435,17.325843,1,3.9GPa,6.5795e-05,1,0,0,residual
436,17.356977,3,0.7GPa;5GPa;15.6GPa,0.000321884,3,0,0,bump;matched;micro;raw;residual;shoulder
437,17.379604,2,0.7GPa;6.6GPa,0.0169763,1,1,0,matched;micro;raw;shoulder
438,17.420556,4,1.3GPa;6.2GPa;10.4GPa;12.8GPa,0.0185427,2,2,0,bump;matched;micro;raw;residual;shoulder
439,17.449111,2,2.3GPa;12.8GPa,0.000324909,2,0,0,bump;micro;shoulder
440,17.473536,9,0.7GPa;1GPa;1.3GPa;2.3GPa;7.4GPa;8.5GPa;9.8GPa;10.4GPa;13.3GPa,0.0268259,9,1,0,bump;matched;micro;raw;residual;shoulder
441,17.503778,8,1GPa;1.5GPa;3.9GPa;6.6GPa;8.5GPa;9.8GPa;12.8GPa;15.6GPa,0.0473978,7,2,0,bump;matched;micro;raw;residual;shoulder
442,17.534510,3,9.8GPa;12.8GPa;13.3GPa,0.0431878,3,1,0,bump;matched;micro;raw;shoulder
443,17.578905,3,5GPa;9.8GPa;12.8GPa,0.0241985,1,2,0,bump;matched;micro;raw
444,17.613207,5,0.7GPa;1.3GPa;9.8GPa;10.4GPa;12.8GPa,0.00708367,4,1,0,bump;matched;micro;raw;residual;shoulder
445,17.651632,4,0.7GPa;6.2GPa;12.8GPa;15.6GPa,0.137174,1,3,0,bump;matched;micro;raw;residual;shoulder
446,17.678080,5,0.7GPa;1.3GPa;8.5GPa;10.4GPa;13.3GPa,0.0369127,2,5,0,matched;micro;raw;residual;shoulder
447,17.736115,6,0.7GPa;1.3GPa;1.5GPa;3.9GPa;6.6GPa;7.4GPa,0.0245239,4,3,0,bump;matched;micro;raw;residual;shoulder
448,17.768766,3,0.7GPa;5GPa;12.8GPa,0.00919746,1,2,0,matched;micro;shoulder
449,17.795127,8,1GPa;2.3GPa;2.4GPa_decomp;5GPa;7.4GPa;9.8GPa;10.4GPa;12.8GPa,0.064879,9,2,0,bump;matched;micro;raw;residual;shoulder
450,17.820944,7,1GPa;2.3GPa;5GPa;6.2GPa;10.4GPa;13.3GPa;15.6GPa,0.00955284,5,3,0,matched;micro;raw;residual;shoulder
451,17.878469,7,0.7GPa;1.5GPa;5GPa;6.2GPa;12.8GPa;13.3GPa;15.6GPa,0.0343086,5,4,0,bump;matched;micro;raw;residual;shoulder
452,17.918144,6,0.7GPa;1.3GPa;6.2GPa;7.4GPa;13.3GPa;15.6GPa,0.0567044,7,1,0,matched;micro;raw;shoulder
453,17.950069,6,2.3GPa;3.9GPa;6.6GPa;7.4GPa;8.5GPa;10.4GPa,0.184082,4,5,0,bump;matched;micro;raw;residual;shoulder
454,17.985826,8,0.7GPa;1GPa;1.5GPa;5GPa;7.4GPa;9.8GPa;10.4GPa;12.8GPa,0.0246508,3,7,0,bump;matched;micro;raw;residual;shoulder
455,18.038674,7,1GPa;1.3GPa;2.3GPa;3.9GPa;10.4GPa;13.3GPa;15.6GPa,0.0294704,2,5,0,matched;micro;raw;shoulder
456,18.091791,7,0.7GPa;1.5GPa;2.3GPa;6.2GPa;6.6GPa;12.8GPa;15.6GPa,0.0147496,4,4,0,bump;matched;micro;raw;shoulder
457,18.118190,2,8.5GPa;10.4GPa,1.07339e-05,0,2,0,raw;shoulder
458,18.150338,3,0.7GPa;1.3GPa;3.9GPa,0.0409103,2,2,0,bump;matched;micro;raw;shoulder
459,18.194416,9,0.7GPa;1GPa;2.3GPa;3.9GPa;5GPa;6.6GPa;10.4GPa;12.8GPa;15.6GPa,0.0115639,6,4,0,bump;matched;micro;raw;residual;shoulder
460,18.225177,6,1GPa;5GPa;6.2GPa;8.5GPa;9.8GPa;13.3GPa,0.0184328,5,3,0,bump;matched;micro;raw;residual;shoulder
461,18.263288,7,0.7GPa;1.5GPa;5GPa;6.6GPa;9.8GPa;10.4GPa;13.3GPa,0.02795,5,3,0,bump;matched;micro;raw;residual;shoulder
462,18.306453,5,1.3GPa;3.9GPa;6.2GPa;12.8GPa;15.6GPa,0.0216824,2,3,0,bump;matched;micro;raw;residual;shoulder
463,18.323915,6,1GPa;2.3GPa;5GPa;6.2GPa;7.4GPa;13.3GPa,0.0716157,3,4,0,bump;matched;micro;raw;shoulder
464,18.374682,4,2.3GPa;6.6GPa;7.4GPa;8.5GPa,0.111666,3,1,0,matched;micro;raw;residual;shoulder
465,18.401296,3,1.5GPa;8.5GPa;15.6GPa,0.000702308,1,2,0,bump;matched;micro;raw;residual;shoulder
466,18.440405,7,0.7GPa;1GPa;1.3GPa;1.5GPa;2.3GPa;9.8GPa;10.4GPa,0.290904,6,3,0,bump;matched;micro;raw;residual;shoulder
467,18.469820,7,1GPa;1.5GPa;2.3GPa;2.4GPa_decomp;5GPa;9.8GPa;15.6GPa,0.0417714,9,0,0,bump;matched;micro;raw;residual;shoulder
468,18.500920,8,1.5GPa;2.4GPa_decomp;3.9GPa;5GPa;6.2GPa;7.4GPa;10.4GPa;12.8GPa,0.0759681,5,3,0,bump;matched;micro;raw;residual;shoulder
469,18.538234,5,2.3GPa;5GPa;6.6GPa;12.8GPa;13.3GPa,0.00486717,2,4,0,bump;matched;micro;raw;residual;shoulder
470,18.565381,4,0.7GPa;2.3GPa;6.2GPa;7.4GPa,0.00769907,1,4,0,bump;matched;micro;raw;residual;shoulder
471,18.601425,8,2.3GPa;5GPa;6.2GPa;6.6GPa;7.4GPa;10.4GPa;13.3GPa;15.6GPa,0.0166495,3,5,0,bump;matched;micro;raw;shoulder
472,18.624088,6,1.3GPa;1.5GPa;6.2GPa;7.4GPa;8.5GPa;10.4GPa,0.0460524,1,5,0,bump;matched;micro;raw;residual;shoulder
473,18.663778,5,0.7GPa;7.4GPa;8.5GPa;10.4GPa;13.3GPa,0.0082767,3,4,0,bump;matched;micro;raw;residual;shoulder
474,18.691161,5,1GPa;5GPa;10.4GPa;13.3GPa;15.6GPa,0.0482727,3,3,0,matched;micro;raw;shoulder
475,18.733403,5,1GPa;1.3GPa;3.9GPa;12.8GPa;13.3GPa,0.210952,3,2,0,bump;matched;raw;shoulder
476,18.749774,7,0.7GPa;1.3GPa;1.5GPa;2.3GPa;6.6GPa;10.4GPa;12.8GPa,1,5,3,0,bump;matched;micro;raw;residual;shoulder
477,18.779865,6,1.5GPa;2.3GPa;5GPa;9.8GPa;10.4GPa;15.6GPa,0.00420838,3,3,0,matched;micro;raw;shoulder
478,18.817388,6,1GPa;1.3GPa;5GPa;8.5GPa;10.4GPa;15.6GPa,0.00290755,2,5,0,bump;matched;micro;raw;residual;shoulder
479,18.850384,7,0.7GPa;5GPa;6.2GPa;6.6GPa;9.8GPa;10.4GPa;15.6GPa,0.008511,3,4,0,bump;matched;micro;raw;shoulder
480,18.880227,6,3.9GPa;5GPa;6.2GPa;9.8GPa;10.4GPa;15.6GPa,0.00898065,5,2,0,bump;matched;micro;raw;residual;shoulder
481,18.918048,9,0.7GPa;1GPa;1.3GPa;1.5GPa;6.2GPa;7.4GPa;8.5GPa;9.8GPa;13.3GPa,0.131812,8,6,0,bump;matched;micro;raw;residual;shoulder
482,18.946395,10,0.7GPa;1GPa;1.5GPa;2.3GPa;3.9GPa;5GPa;6.2GPa;7.4GPa;8.5GPa;9.8GPa,0.0174115,7,5,0,matched;micro;raw;residual;shoulder
483,18.989525,9,1.3GPa;1.5GPa;2.3GPa;5GPa;6.6GPa;7.4GPa;8.5GPa;10.4GPa;15.6GPa,0.0136523,8,6,0,bump;matched;micro;raw;residual;shoulder
484,19.030144,9,0.7GPa;1GPa;1.3GPa;1.5GPa;2.3GPa;6.2GPa;6.6GPa;9.8GPa;15.6GPa,0.0050636,3,10,0,bump;matched;micro;raw;residual;shoulder
485,19.074277,8,0.7GPa;1GPa;1.3GPa;2.3GPa;3.9GPa;10.4GPa;13.3GPa;15.6GPa,0.116643,6,5,0,matched;micro;raw;shoulder
486,19.102060,5,0.7GPa;1.3GPa;2.3GPa;5GPa;6.6GPa,0.0243877,3,2,0,matched;micro;raw;shoulder
487,19.139074,6,1.5GPa;3.9GPa;5GPa;7.4GPa;12.8GPa;15.6GPa,0.00992309,1,7,0,matched;micro;raw;shoulder
488,19.171095,8,1GPa;2.3GPa;3.9GPa;6.6GPa;8.5GPa;9.8GPa;10.4GPa;13.3GPa,0.00341937,3,6,0,bump;matched;micro;raw;residual;shoulder
489,19.198230,5,5GPa;6.2GPa;7.4GPa;9.8GPa;13.3GPa,0.0390667,4,1,0,matched;micro;raw;shoulder
490,19.232065,8,0.7GPa;1GPa;1.3GPa;1.5GPa;3.9GPa;7.4GPa;13.3GPa;15.6GPa,0.0642527,4,7,0,bump;matched;micro;raw;residual;shoulder
491,19.264009,11,0.7GPa;1GPa;1.3GPa;1.5GPa;3.9GPa;5GPa;6.2GPa;8.5GPa;9.8GPa;13.3GPa;15.6GPa,0.0348669,12,2,0,bump;matched;micro;raw;shoulder
492,19.296973,3,0.7GPa;5GPa;10.4GPa,0.0104595,2,1,0,matched;micro;raw;shoulder
493,19.334402,2,5GPa;10.4GPa,2.01528e-05,0,2,0,matched;raw;residual
494,19.363075,7,1.3GPa;3.9GPa;6.2GPa;7.4GPa;10.4GPa;12.8GPa;15.6GPa,0.095406,1,6,0,matched;micro;raw;residual;shoulder
495,19.383063,6,1.5GPa;5GPa;6.6GPa;10.4GPa;12.8GPa;13.3GPa,0.0064716,2,4,0,matched;micro;raw;shoulder
496,19.433868,9,0.7GPa;1GPa;1.5GPa;6.2GPa;7.4GPa;9.8GPa;10.4GPa;13.3GPa;15.6GPa,0.00492108,5,6,0,matched;micro;raw;shoulder
497,19.464641,9,0.7GPa;1.3GPa;1.5GPa;3.9GPa;6.2GPa;7.4GPa;8.5GPa;9.8GPa;15.6GPa,0.0304611,5,4,0,matched;micro;raw;residual;shoulder
498,19.496949,6,0.7GPa;1GPa;6.6GPa;8.5GPa;9.8GPa;13.3GPa,0.0155056,6,1,0,bump;matched;micro;raw;residual;shoulder
499,19.524285,9,1.5GPa;2.3GPa;2.4GPa_decomp;5GPa;7.4GPa;8.5GPa;10.4GPa;12.8GPa;15.6GPa,0.0336781,4,7,0,bump;matched;micro;raw;residual;shoulder
500,19.582545,10,0.7GPa;2.3GPa;5GPa;6.2GPa;6.6GPa;7.4GPa;9.8GPa;10.4GPa;12.8GPa;13.3GPa,0.0400135,10,3,0,bump;matched;micro;raw;residual;shoulder
501,19.611824,13,1GPa;1.3GPa;1.5GPa;2.3GPa;3.9GPa;5GPa;6.6GPa;8.5GPa;9.8GPa;10.4GPa;12.8GPa;13.3GPa;15.6GPa,0.113627,14,2,0,bump;matched;micro;raw;residual;shoulder
502,19.660197,8,0.7GPa;1.3GPa;2.3GPa;6.6GPa;8.5GPa;9.8GPa;12.8GPa;15.6GPa,0.0892113,3,6,0,bump;matched;micro;raw;residual;shoulder
503,19.689975,3,2.3GPa;6.2GPa;10.4GPa,0.00327914,1,2,0,matched;micro;raw;shoulder
504,19.714307,5,1.5GPa;6.2GPa;7.4GPa;8.5GPa;12.8GPa,0.0020179,2,4,0,matched;micro;raw;shoulder
505,19.755142,9,1GPa;1.3GPa;1.5GPa;2.3GPa;3.9GPa;6.6GPa;7.4GPa;9.8GPa;13.3GPa,0.0703258,7,4,0,matched;micro;raw;shoulder
506,19.784234,5,0.7GPa;3.9GPa;6.2GPa;6.6GPa;9.8GPa,0.0100653,3,2,0,bump;matched;micro;raw;shoulder
507,19.807016,4,0.7GPa;2.4GPa_decomp;10.4GPa;15.6GPa,0.0345371,3,1,0,matched;micro;raw;shoulder
508,19.850884,9,0.7GPa;1.3GPa;1.5GPa;2.3GPa;3.9GPa;5GPa;8.5GPa;13.3GPa;15.6GPa,0.0158799,5,6,0,bump;matched;micro;raw;shoulder
509,19.877637,4,0.7GPa;1.3GPa;9.8GPa;12.8GPa,0.0760377,4,2,0,matched;micro;raw;residual;shoulder
510,19.902364,8,0.7GPa;1.5GPa;6.6GPa;7.4GPa;8.5GPa;9.8GPa;10.4GPa;12.8GPa,0.00310547,2,7,0,bump;matched;micro;raw;residual;shoulder
511,19.942969,7,0.7GPa;3.9GPa;5GPa;6.2GPa;7.4GPa;13.3GPa;15.6GPa,0.00749462,5,3,0,matched;micro;raw;shoulder
512,19.974941,7,2.3GPa;5GPa;6.6GPa;7.4GPa;8.5GPa;10.4GPa;12.8GPa,0.00536511,2,6,0,bump;matched;micro;raw;shoulder
513,19.998674,6,0.7GPa;1.3GPa;2.3GPa;5GPa;8.5GPa;9.8GPa,0.00907436,4,2,0,matched;micro;raw;shoulder
514,20.045809,5,1GPa;1.3GPa;5GPa;6.6GPa;15.6GPa,0.183964,4,1,0,bump;matched;micro;raw;shoulder
515,20.070543,8,0.7GPa;1GPa;1.3GPa;2.3GPa;6.6GPa;12.8GPa;13.3GPa;15.6GPa,0.0108724,8,2,0,bump;matched;micro;raw;residual;shoulder
516,20.108952,7,1.5GPa;2.3GPa;6.2GPa;6.6GPa;9.8GPa;10.4GPa;15.6GPa,0.00709843,6,2,0,bump;matched;micro;raw;residual;shoulder
517,20.144242,10,2.3GPa;2.4GPa_decomp;3.9GPa;5GPa;6.2GPa;7.4GPa;10.4GPa;12.8GPa;13.3GPa;15.6GPa,0.0303749,5,8,0,bump;matched;micro;raw;residual;shoulder
518,20.188756,8,1.3GPa;2.3GPa;6.2GPa;7.4GPa;8.5GPa;9.8GPa;12.8GPa;15.6GPa,0.0304675,4,5,0,matched;micro;raw;residual;shoulder
519,20.205970,6,0.7GPa;2.4GPa_decomp;6.2GPa;8.5GPa;10.4GPa;12.8GPa,0.0360329,5,4,0,bump;matched;micro;raw;residual;shoulder
520,20.241382,8,0.7GPa;1.3GPa;2.4GPa_decomp;5GPa;6.6GPa;7.4GPa;9.8GPa;12.8GPa,0.0588864,5,3,0,bump;matched;micro;raw;residual;shoulder
521,20.268231,8,0.7GPa;1GPa;7.4GPa;9.8GPa;10.4GPa;12.8GPa;13.3GPa;15.6GPa,0.0951967,5,4,0,bump;matched;micro;raw;residual;shoulder
522,20.303217,7,1GPa;1.3GPa;1.5GPa;2.4GPa_decomp;6.6GPa;9.8GPa;13.3GPa,0.124588,4,5,0,bump;matched;micro;raw;shoulder
523,20.361743,8,1GPa;1.5GPa;2.3GPa;3.9GPa;7.4GPa;9.8GPa;10.4GPa;12.8GPa,0.0305298,7,4,0,bump;matched;micro;raw;residual;shoulder
524,20.389239,8,0.7GPa;1GPa;1.3GPa;2.3GPa;6.6GPa;8.5GPa;13.3GPa;15.6GPa,0.0258073,5,6,0,matched;micro;raw;shoulder
525,20.409954,3,1GPa;1.5GPa;12.8GPa,0.00109781,1,3,0,matched;micro;raw;shoulder
526,20.464938,7,1.3GPa;5GPa;6.2GPa;6.6GPa;10.4GPa;12.8GPa;15.6GPa,0.0830182,9,1,0,bump;matched;micro;raw;residual;shoulder
