peak_group,group_two_theta,frame_count,frames_present,max_roi_area,frame_coverage_fraction,tier_a_count,tier_b_count,tier_c_count,source_methods,matched_filter_scales,heatmap,matrix
558,21.574012,6,1GPa;1.3GPa;1.5GPa;5GPa;6.6GPa;10.4GPa,0.0127326,0.352941,7,1,0,bump;matched;micro;raw;residual;shoulder,2;5;8,per_peak_heatmaps/peak_group_558_21.574deg_correlation.png,per_peak_matrices/peak_group_558_21.574deg_correlation.csv
559,21.608964,6,0.7GPa;1GPa;1.5GPa;5GPa;12.8GPa;15.6GPa,0.0021487,0.352941,3,4,0,bump;matched;micro;raw;shoulder,2;3,per_peak_heatmaps/peak_group_559_21.609deg_correlation.png,per_peak_matrices/peak_group_559_21.609deg_correlation.csv
560,21.629975,7,1.5GPa;2.3GPa;3.9GPa;5GPa;6.2GPa;7.4GPa;13.3GPa,0.000920816,0.411765,5,3,0,matched;micro;raw;shoulder,2,per_peak_heatmaps/peak_group_560_21.630deg_correlation.png,per_peak_matrices/peak_group_560_21.630deg_correlation.csv
561,21.665922,7,1GPa;1.3GPa;2.4GPa_decomp;6.2GPa;8.5GPa;13.3GPa;15.6GPa,0.000443852,0.411765,4,4,0,matched;micro;raw;shoulder,2;3,per_peak_heatmaps/peak_group_561_21.666deg_correlation.png,per_peak_matrices/peak_group_561_21.666deg_correlation.csv
562,21.706648,7,0.7GPa;1.3GPa;1.5GPa;2.4GPa_decomp;3.9GPa;6.2GPa;9.8GPa,0.00418019,0.411765,6,3,0,bump;matched;micro;raw;residual;shoulder,2;5,per_peak_heatmaps/peak_group_562_21.707deg_correlation.png,per_peak_matrices/peak_group_562_21.707deg_correlation.csv
563,21.724422,8,1GPa;1.3GPa;2.3GPa;6.2GPa;7.4GPa;9.8GPa;10.4GPa;12.8GPa,0.00527201,0.470588,6,4,0,bump;matched;micro;raw;shoulder,2;3,per_peak_heatmaps/peak_group_563_21.724deg_correlation.png,per_peak_matrices/peak_group_563_21.724deg_correlation.csv
564,21.760246,11,0.7GPa;1.3GPa;2.3GPa;5GPa;6.6GPa;8.5GPa;9.8GPa;10.4GPa;12.8GPa;13.3GPa;15.6GPa,0.00323253,0.647059,6,8,0,bump;matched;micro;raw;residual;shoulder,2;3;5,per_peak_heatmaps/peak_group_564_21.760deg_correlation.png,per_peak_matrices/peak_group_564_21.760deg_correlation.csv
565,21.798739,10,1.3GPa;2.3GPa;2.4GPa_decomp;5GPa;6.6GPa;7.4GPa;8.5GPa;10.4GPa;12.8GPa;15.6GPa,0.000914405,0.588235,7,4,0,bump;matched;micro;raw;residual;shoulder,2;5,per_peak_heatmaps/peak_group_565_21.799deg_correlation.png,per_peak_matrices/peak_group_565_21.799deg_correlation.csv
566,21.827572,6,1GPa;1.5GPa;2.3GPa;2.4GPa_decomp;6.2GPa;12.8GPa,0.000698162,0.352941,5,3,0,bump;matched;micro;raw;shoulder,2;5;8,per_peak_heatmaps/peak_group_566_21.828deg_correlation.png,per_peak_matrices/peak_group_566_21.828deg_correlation.csv
567,21.851198,10,1GPa;1.5GPa;2.4GPa_decomp;3.9GPa;6.2GPa;6.6GPa;7.4GPa;8.5GPa;9.8GPa;13.3GPa,0.000661493,0.588235,6,8,0,bump;matched;micro;raw;shoulder,2;3;5;8,per_peak_heatmaps/peak_group_567_21.851deg_correlation.png,per_peak_matrices/peak_group_567_21.851deg_correlation.csv
568,21.890376,7,1.5GPa;2.3GPa;3.9GPa;5GPa;8.5GPa;13.3GPa;15.6GPa,0.000551131,0.411765,8,2,0,matched;micro;raw;residual;shoulder,2;3;5;8,per_peak_heatmaps/peak_group_568_21.890deg_correlation.png,per_peak_matrices/peak_group_568_21.890deg_correlation.csv
569,21.919529,5,1GPa;1.3GPa;2.3GPa;2.4GPa_decomp;12.8GPa,0.000485239,0.294118,3,3,0,bump;matched;micro;raw;residual;shoulder,2;3,per_peak_heatmaps/peak_group_569_21.920deg_correlation.png,per_peak_matrices/peak_group_569_21.920deg_correlation.csv
570,21.950967,7,0.7GPa;1.3GPa;1.5GPa;3.9GPa;7.4GPa;9.8GPa;10.4GPa,0.000785412,0.411765,4,4,0,bump;matched;micro;raw;shoulder,3;8,per_peak_heatmaps/peak_group_570_21.951deg_correlation.png,per_peak_matrices/peak_group_570_21.951deg_correlation.csv
571,21.977047,8,1.5GPa;2.3GPa;3.9GPa;6.2GPa;7.4GPa;10.4GPa;13.3GPa;15.6GPa,0.000776111,0.470588,4,5,0,bump;matched;micro;raw;residual;shoulder,2;5,per_peak_heatmaps/peak_group_571_21.977deg_correlation.png,per_peak_matrices/peak_group_571_21.977deg_correlation.csv
572,22.011887,10,0.7GPa;1.3GPa;2.3GPa;2.4GPa_decomp;5GPa;6.2GPa;8.5GPa;9.8GPa;10.4GPa;12.8GPa,0.000665784,0.588235,7,6,0,matched;micro;raw;residual;shoulder,2;5;8,per_peak_heatmaps/peak_group_572_22.012deg_correlation.png,per_peak_matrices/peak_group_572_22.012deg_correlation.csv
573,22.048567,10,0.7GPa;1GPa;2.3GPa;2.4GPa_decomp;5GPa;6.2GPa;6.6GPa;9.8GPa;12.8GPa;13.3GPa,0.000558198,0.588235,6,7,0,bump;matched;micro;raw;residual;shoulder,2;3;5,per_peak_heatmaps/peak_group_573_22.049deg_correlation.png,per_peak_matrices/peak_group_573_22.049deg_correlation.csv
574,22.083248,11,1GPa;1.5GPa;2.4GPa_decomp;3.9GPa;5GPa;6.6GPa;7.4GPa;8.5GPa;9.8GPa;12.8GPa;15.6GPa,0.000475181,0.647059,6,6,0,matched;micro;raw;residual;shoulder,2;3;5,per_peak_heatmaps/peak_group_574_22.083deg_correlation.png,per_peak_matrices/peak_group_574_22.083deg_correlation.csv
575,22.109468,3,6.2GPa;8.5GPa;12.8GPa,0.000634015,0.176471,1,2,0,matched;micro;raw;shoulder,2;3,per_peak_heatmaps/peak_group_575_22.109deg_correlation.png,per_peak_matrices/peak_group_575_22.109deg_correlation.csv
576,22.151037,12,0.7GPa;1.3GPa;1.5GPa;2.3GPa;3.9GPa;5GPa;6.2GPa;8.5GPa;9.8GPa;10.4GPa;13.3GPa;15.6GPa,0.000253607,0.705882,11,4,0,bump;matched;micro;raw;shoulder,2;3;8,per_peak_heatmaps/peak_group_576_22.151deg_correlation.png,per_peak_matrices/peak_group_576_22.151deg_correlation.csv
577,22.198105,5,1.3GPa;1.5GPa;5GPa;6.2GPa;12.8GPa,0.000962146,0.294118,3,4,0,bump;matched;micro;raw;residual;shoulder,2;5,per_peak_heatmaps/peak_group_577_22.198deg_correlation.png,per_peak_matrices/peak_group_577_22.198deg_correlation.csv
578,22.234110,14,0.7GPa;1GPa;1.3GPa;1.5GPa;2.3GPa;2.4GPa_decomp;3.9GPa;5GPa;6.2GPa;6.6GPa;7.4GPa;10.4GPa;13.3GPa;15.6GPa,0.000730056,0.823529,14,8,0,bump;matched;micro;raw;residual;shoulder,2;3;5,per_peak_heatmaps/peak_group_578_22.234deg_correlation.png,per_peak_matrices/peak_group_578_22.234deg_correlation.csv
579,22.258317,4,1GPa;2.4GPa_decomp;6.2GPa;10.4GPa,0.000834419,0.235294,1,3,0,matched;micro;raw;shoulder,3;5,per_peak_heatmaps/peak_group_579_22.258deg_correlation.png,per_peak_matrices/peak_group_579_22.258deg_correlation.csv
580,22.307337,5,1GPa;1.5GPa;9.8GPa;12.8GPa;13.3GPa,0.000573756,0.294118,3,3,0,matched;micro;raw;residual;shoulder,2;3,per_peak_heatmaps/peak_group_580_22.307deg_correlation.png,per_peak_matrices/peak_group_580_22.307deg_correlation.csv
581,22.325904,8,0.7GPa;1GPa;1.3GPa;2.3GPa;2.4GPa_decomp;3.9GPa;8.5GPa;12.8GPa,0.000574383,0.470588,8,5,0,bump;matched;micro;raw;residual;shoulder,2;3;5,per_peak_heatmaps/peak_group_581_22.326deg_correlation.png,per_peak_matrices/peak_group_581_22.326deg_correlation.csv
582,22.359348,7,2.3GPa;5GPa;6.6GPa;7.4GPa;8.5GPa;13.3GPa;15.6GPa,0.000752306,0.411765,3,6,0,bump;matched;micro;raw;residual;shoulder,2;3;5;8,per_peak_heatmaps/peak_group_582_22.359deg_correlation.png,per_peak_matrices/peak_group_582_22.359deg_correlation.csv
583,22.402628,9,0.7GPa;1GPa;2.3GPa;3.9GPa;6.2GPa;6.6GPa;7.4GPa;10.4GPa;15.6GPa,0.00189219,0.529412,6,4,0,bump;matched;micro;raw;residual;shoulder,2;3;5;8,per_peak_heatmaps/peak_group_583_22.403deg_correlation.png,per_peak_matrices/peak_group_583_22.403deg_correlation.csv
584,22.430551,11,0.7GPa;1GPa;1.3GPa;1.5GPa;2.4GPa_decomp;3.9GPa;5GPa;8.5GPa;9.8GPa;12.8GPa;13.3GPa,0.00168262,0.647059,9,4,0,matched;micro;raw;shoulder,2;3;5,per_peak_heatmaps/peak_group_584_22.431deg_correlation.png,per_peak_matrices/peak_group_584_22.431deg_correlation.csv
585,22.451263,3,5GPa;12.8GPa;15.6GPa,0.00164737,0.176471,2,1,0,matched;micro;raw;residual;shoulder,2;5,per_peak_heatmaps/peak_group_585_22.451deg_correlation.png,per_peak_matrices/peak_group_585_22.451deg_correlation.csv
586,22.502717,8,0.7GPa;1GPa;1.5GPa;6.2GPa;6.6GPa;9.8GPa;12.8GPa;13.3GPa,0.000460438,0.470588,7,2,0,bump;matched;micro;raw;shoulder,2,per_peak_heatmaps/peak_group_586_22.503deg_correlation.png,per_peak_matrices/peak_group_586_22.503deg_correlation.csv
587,22.541835,8,1GPa;1.5GPa;3.9GPa;6.2GPa;7.4GPa;8.5GPa;9.8GPa;13.3GPa,0.00093433,0.470588,8,3,0,bump;matched;micro;raw;residual;shoulder,2;3;5;8,per_peak_heatmaps/peak_group_587_22.542deg_correlation.png,per_peak_matrices/peak_group_587_22.542deg_correlation.csv
588,22.570914,13,1GPa;1.3GPa;2.3GPa;3.9GPa;5GPa;6.2GPa;6.6GPa;7.4GPa;9.8GPa;10.4GPa;12.8GPa;13.3GPa;15.6GPa,0.000846804,0.764706,10,7,0,bump;matched;micro;raw;residual;shoulder,2;3;5;8,per_peak_heatmaps/peak_group_588_22.571deg_correlation.png,per_peak_matrices/peak_group_588_22.571deg_correlation.csv
589,22.603932,11,1GPa;1.3GPa;1.5GPa;2.4GPa_decomp;3.9GPa;5GPa;6.2GPa;6.6GPa;9.8GPa;10.4GPa;13.3GPa,0.0014541,0.647059,9,5,0,matched;micro;raw;residual;shoulder,2;3;5,per_peak_heatmaps/peak_group_589_22.604deg_correlation.png,per_peak_matrices/peak_group_589_22.604deg_correlation.csv
590,22.635276,8,1.3GPa;1.5GPa;2.4GPa_decomp;3.9GPa;5GPa;7.4GPa;8.5GPa;15.6GPa,0.00264896,0.470588,3,7,0,bump;matched;micro;raw;residual;shoulder,2;3;5;8,per_peak_heatmaps/peak_group_590_22.635deg_correlation.png,per_peak_matrices/peak_group_590_22.635deg_correlation.csv
591,22.663684,8,1.5GPa;2.4GPa_decomp;5GPa;6.6GPa;10.4GPa;12.8GPa;13.3GPa;15.6GPa,0.00281711,0.470588,6,3,0,bump;matched;micro;raw;residual;shoulder,2;3;5;8,per_peak_heatmaps/peak_group_591_22.664deg_correlation.png,per_peak_matrices/peak_group_591_22.664deg_correlation.csv
592,22.691018,5,0.7GPa;6.2GPa;8.5GPa;13.3GPa;15.6GPa,0.00211341,0.294118,3,2,0,bump;matched;micro;raw;residual;shoulder,3;5,per_peak_heatmaps/peak_group_592_22.691deg_correlation.png,per_peak_matrices/peak_group_592_22.691deg_correlation.csv
593,22.736872,12,1GPa;2.3GPa;2.4GPa_decomp;5GPa;6.2GPa;6.6GPa;7.4GPa;9.8GPa;10.4GPa;12.8GPa;13.3GPa;15.6GPa,0.00186834,0.705882,11,10,0,bump;matched;micro;raw;residual;shoulder,2;3;5;8,per_peak_heatmaps/peak_group_593_22.737deg_correlation.png,per_peak_matrices/peak_group_593_22.737deg_correlation.csv
594,22.778824,6,0.7GPa;1.3GPa;3.9GPa;7.4GPa;8.5GPa;13.3GPa,0.00215829,0.352941,3,4,0,matched;micro;raw;shoulder,2;3,per_peak_heatmaps/peak_group_594_22.779deg_correlation.png,per_peak_matrices/peak_group_594_22.779deg_correlation.csv
595,22.804800,6,1.5GPa;3.9GPa;5GPa;7.4GPa;8.5GPa;9.8GPa,0.00125409,0.352941,3,5,0,bump;matched;micro;raw;residual;shoulder,2;3;5,per_peak_heatmaps/peak_group_595_22.805deg_correlation.png,per_peak_matrices/peak_group_595_22.805deg_correlation.csv
596,22.833158,8,2.4GPa_decomp;3.9GPa;5GPa;6.6GPa;8.5GPa;9.8GPa;10.4GPa;12.8GPa,0.0007601,0.470588,6,4,0,bump;matched;micro;raw;residual;shoulder,2;3;5;8,per_peak_heatmaps/peak_group_596_22.833deg_correlation.png,per_peak_matrices/peak_group_596_22.833deg_correlation.csv
597,22.867915,11,0.7GPa;1GPa;1.3GPa;2.3GPa;3.9GPa;6.2GPa;6.6GPa;8.5GPa;10.4GPa;13.3GPa;15.6GPa,0.00103128,0.647059,13,3,0,bump;matched;micro;raw;residual;shoulder,2;3;8,per_peak_heatmaps/peak_group_597_22.868deg_correlation.png,per_peak_matrices/peak_group_597_22.868deg_correlation.csv
598,22.899293,6,1GPa;2.3GPa;2.4GPa_decomp;3.9GPa;6.2GPa;8.5GPa,0.00239158,0.352941,6,2,0,matched;micro;raw;residual;shoulder,2;5;8,per_peak_heatmaps/peak_group_598_22.899deg_correlation.png,per_peak_matrices/peak_group_598_22.899deg_correlation.csv
599,22.931405,10,0.7GPa;1GPa;1.5GPa;2.4GPa_decomp;3.9GPa;5GPa;6.2GPa;9.8GPa;10.4GPa;13.3GPa,0.00188913,0.588235,4,10,0,bump;matched;micro;raw;residual;shoulder,2;3;5,per_peak_heatmaps/peak_group_599_22.931deg_correlation.png,per_peak_matrices/peak_group_599_22.931deg_correlation.csv
600,22.956818,10,0.7GPa;1GPa;1.3GPa;1.5GPa;2.3GPa;2.4GPa_decomp;3.9GPa;6.2GPa;7.4GPa;15.6GPa,0.00131428,0.588235,6,5,0,matched;micro;raw;residual;shoulder,2;5,per_peak_heatmaps/peak_group_600_22.957deg_correlation.png,per_peak_matrices/peak_group_600_22.957deg_correlation.csv
601,22.991285,9,0.7GPa;1.3GPa;3.9GPa;6.6GPa;7.4GPa;9.8GPa;10.4GPa;12.8GPa;15.6GPa,0.000964281,0.529412,4,7,0,bump;matched;micro;raw;residual;shoulder,2,per_peak_heatmaps/peak_group_601_22.991deg_correlation.png,per_peak_matrices/peak_group_601_22.991deg_correlation.csv
602,23.045985,10,0.7GPa;1GPa;1.5GPa;2.4GPa_decomp;5GPa;7.4GPa;8.5GPa;9.8GPa;12.8GPa;15.6GPa,0.00134176,0.588235,11,2,0,bump;matched;micro;raw;residual;shoulder,2;3;5;8,per_peak_heatmaps/peak_group_602_23.046deg_correlation.png,per_peak_matrices/peak_group_602_23.046deg_correlation.csv
603,23.075327,9,1GPa;1.3GPa;2.4GPa_decomp;5GPa;6.2GPa;6.6GPa;9.8GPa;12.8GPa;15.6GPa,0.00232583,0.529412,7,4,0,bump;matched;micro;raw;shoulder,2;3;5;8,per_peak_heatmaps/peak_group_603_23.075deg_correlation.png,per_peak_matrices/peak_group_603_23.075deg_correlation.csv
604,23.103817,8,0.7GPa;2.3GPa;2.4GPa_decomp;6.2GPa;8.5GPa;9.8GPa;10.4GPa;12.8GPa,0.00238829,0.470588,8,1,0,matched;micro;raw;shoulder,2;3;5,per_peak_heatmaps/peak_group_604_23.104deg_correlation.png,per_peak_matrices/peak_group_604_23.104deg_correlation.csv
605,23.131958,10,1.3GPa;1.5GPa;2.3GPa;2.4GPa_decomp;3.9GPa;6.6GPa;7.4GPa;8.5GPa;13.3GPa;15.6GPa,0.0014872,0.588235,7,6,0,bump;matched;micro;raw;residual;shoulder,2;3;5;8,per_peak_heatmaps/peak_group_605_23.132deg_correlation.png,per_peak_matrices/peak_group_605_23.132deg_correlation.csv
606,23.166929,5,1.5GPa;2.3GPa;2.4GPa_decomp;7.4GPa;15.6GPa,0.00101368,0.294118,2,3,0,bump;matched;raw;residual;shoulder,2;3,per_peak_heatmaps/peak_group_606_23.167deg_correlation.png,per_peak_matrices/peak_group_606_23.167deg_correlation.csv
607,23.200952,10,1GPa;1.3GPa;3.9GPa;6.2GPa;7.4GPa;9.8GPa;10.4GPa;12.8GPa;13.3GPa;15.6GPa,0.000956285,0.588235,5,9,0,bump;matched;micro;raw;shoulder,2;3;5,per_peak_heatmaps/peak_group_607_23.201deg_correlation.png,per_peak_matrices/peak_group_607_23.201deg_correlation.csv
608,23.242852,10,0.7GPa;1GPa;1.3GPa;1.5GPa;3.9GPa;5GPa;6.6GPa;7.4GPa;8.5GPa;12.8GPa,0.00204896,0.588235,6,7,0,bump;matched;micro;raw;residual;shoulder,2;3;5;8,per_peak_heatmaps/peak_group_608_23.243deg_correlation.png,per_peak_matrices/peak_group_608_23.243deg_correlation.csv
609,23.273277,7,0.7GPa;1GPa;2.3GPa;5GPa;8.5GPa;9.8GPa;10.4GPa,0.00229053,0.411765,10,1,0,bump;matched;micro;raw;residual;shoulder,2;3;5;8,per_peak_heatmaps/peak_group_609_23.273deg_correlation.png,per_peak_matrices/peak_group_609_23.273deg_correlation.csv
610,23.308654,10,0.7GPa;1.3GPa;3.9GPa;5GPa;6.2GPa;6.6GPa;9.8GPa;10.4GPa;13.3GPa;15.6GPa,0.00227818,0.588235,11,3,0,bump;matched;micro;raw;residual;shoulder,2;3;5;8,per_peak_heatmaps/peak_group_610_23.309deg_correlation.png,per_peak_matrices/peak_group_610_23.309deg_correlation.csv
611,23.337686,10,1GPa;2.3GPa;2.4GPa_decomp;5GPa;6.2GPa;7.4GPa;8.5GPa;9.8GPa;10.4GPa;13.3GPa,0.00246541,0.588235,9,3,0,bump;matched;micro;raw;residual;shoulder,2;3;5,per_peak_heatmaps/peak_group_611_23.338deg_correlation.png,per_peak_matrices/peak_group_611_23.338deg_correlation.csv
612,23.375730,7,1GPa;1.5GPa;2.3GPa;6.2GPa;9.8GPa;10.4GPa;12.8GPa,0.00252659,0.411765,8,0,0,bump;matched;micro;raw;shoulder,2;3;8,per_peak_heatmaps/peak_group_612_23.376deg_correlation.png,per_peak_matrices/peak_group_612_23.376deg_correlation.csv
613,23.407666,9,1.5GPa;2.4GPa_decomp;3.9GPa;5GPa;6.2GPa;6.6GPa;7.4GPa;12.8GPa;15.6GPa,0.00423333,0.529412,7,6,0,bump;matched;micro;raw;residual;shoulder,2;3;5,per_peak_heatmaps/peak_group_613_23.408deg_correlation.png,per_peak_matrices/peak_group_613_23.408deg_correlation.csv
614,23.443530,12,0.7GPa;1GPa;1.3GPa;1.5GPa;2.4GPa_decomp;3.9GPa;6.2GPa;6.6GPa;7.4GPa;8.5GPa;9.8GPa;12.8GPa,0.00354943,0.705882,11,4,0,bump;matched;micro;raw;residual;shoulder,2;5,per_peak_heatmaps/peak_group_614_23.444deg_correlation.png,per_peak_matrices/peak_group_614_23.444deg_correlation.csv
615,23.467458,10,0.7GPa;1GPa;1.5GPa;6.2GPa;7.4GPa;8.5GPa;9.8GPa;12.8GPa;13.3GPa;15.6GPa,0.00251589,0.588235,5,6,0,bump;matched;micro;raw;shoulder,2;8,per_peak_heatmaps/peak_group_615_23.467deg_correlation.png,per_peak_matrices/peak_group_615_23.467deg_correlation.csv
616,23.501489,7,2.3GPa;5GPa;6.2GPa;7.4GPa;9.8GPa;10.4GPa;15.6GPa,0.00176913,0.411765,6,3,0,bump;matched;micro;raw;residual;shoulder,2;3;5,per_peak_heatmaps/peak_group_616_23.501deg_correlation.png,per_peak_matrices/peak_group_616_23.501deg_correlation.csv
617,23.534252,11,0.7GPa;1GPa;1.3GPa;2.3GPa;2.4GPa_decomp;3.9GPa;5GPa;6.2GPa;8.5GPa;9.8GPa;15.6GPa,0.00406488,0.647059,10,5,0,bump;matched;micro;raw;residual;shoulder,2;3;5;8,per_peak_heatmaps/peak_group_617_23.534deg_correlation.png,per_peak_matrices/peak_group_617_23.534deg_correlation.csv
618,23.568904,9,2.4GPa_decomp;5GPa;7.4GPa;8.5GPa;9.8GPa;10.4GPa;12.8GPa;13.3GPa;15.6GPa,0.00462431,0.529412,8,3,0,bump;matched;micro;raw;shoulder,2;3;5,per_peak_heatmaps/peak_group_618_23.569deg_correlation.png,per_peak_matrices/peak_group_618_23.569deg_correlation.csv
619,23.608418,12,0.7GPa;1GPa;1.3GPa;1.5GPa;2.3GPa;2.4GPa_decomp;5GPa;6.6GPa;7.4GPa;10.4GPa;13.3GPa;15.6GPa,0.00299741,0.705882,13,8,0,bump;matched;micro;raw;residual;shoulder,2;3;5;8,per_peak_heatmaps/peak_group_619_23.608deg_correlation.png,per_peak_matrices/peak_group_619_23.608deg_correlation.csv
620,23.651548,5,1GPa;2.4GPa_decomp;6.2GPa;9.8GPa;12.8GPa,0.00337707,0.294118,6,2,0,bump;matched;micro;raw;residual;shoulder,2,per_peak_heatmaps/peak_group_620_23.652deg_correlation.png,per_peak_matrices/peak_group_620_23.652deg_correlation.csv
621,23.671823,13,0.7GPa;1GPa;1.3GPa;1.5GPa;3.9GPa;6.2GPa;6.6GPa;7.4GPa;8.5GPa;9.8GPa;10.4GPa;13.3GPa;15.6GPa,0.00289931,0.764706,9,5,0,bump;matched;micro;raw;residual;shoulder,2;5;8,per_peak_heatmaps/peak_group_621_23.672deg_correlation.png,per_peak_matrices/peak_group_621_23.672deg_correlation.csv
622,23.706159,5,1.5GPa;2.3GPa;6.6GPa;7.4GPa;12.8GPa,0.00206022,0.294118,4,2,0,matched;micro;raw;shoulder,3;5,per_peak_heatmaps/peak_group_622_23.706deg_correlation.png,per_peak_matrices/peak_group_622_23.706deg_correlation.csv
623,23.735142,9,1.3GPa;1.5GPa;2.3GPa;2.4GPa_decomp;9.8GPa;10.4GPa;12.8GPa;13.3GPa;15.6GPa,0.00245556,0.529412,7,3,0,matched;micro;raw;shoulder,2;3,per_peak_heatmaps/peak_group_623_23.735deg_correlation.png,per_peak_matrices/peak_group_623_23.735deg_correlation.csv
624,23.764485,10,0.7GPa;2.3GPa;3.9GPa;6.2GPa;6.6GPa;7.4GPa;8.5GPa;9.8GPa;10.4GPa;13.3GPa,0.00248299,0.588235,11,2,0,matched;micro;raw;shoulder,2;5,per_peak_heatmaps/peak_group_624_23.764deg_correlation.png,per_peak_matrices/peak_group_624_23.764deg_correlation.csv
625,23.798081,4,3.9GPa;6.2GPa;6.6GPa;8.5GPa,0.00226247,0.235294,1,3,0,matched;raw;shoulder,8,per_peak_heatmaps/peak_group_625_23.798deg_correlation.png,per_peak_matrices/peak_group_625_23.798deg_correlation.csv
