peak_group,group_two_theta,frame_count,frames_present,max_roi_area,frame_coverage_fraction,tier_a_count,tier_b_count,tier_c_count,source_methods,matched_filter_scales,heatmap,matrix
180,8.280945,8,1GPa;2.3GPa;2.4GPa_decomp;5GPa;8.5GPa;9.8GPa;10.4GPa;12.8GPa,0.00586692,0.470588,8,2,0,bump;matched;micro;raw;residual;shoulder,2;3;8,per_peak_heatmaps/peak_group_180_8.281deg_correlation.png,per_peak_matrices/peak_group_180_8.281deg_correlation.csv
181,8.323819,7,0.7GPa;1GPa;2.3GPa;6.2GPa;9.8GPa;12.8GPa;13.3GPa,0.0037553,0.411765,4,4,0,bump;matched;micro;raw;residual;shoulder,3;5;8,per_peak_heatmaps/peak_group_181_8.324deg_correlation.png,per_peak_matrices/peak_group_181_8.324deg_correlation.csv
182,8.345839,7,1.5GPa;3.9GPa;5GPa;7.4GPa;10.4GPa;13.3GPa;15.6GPa,0.00248455,0.411765,1,6,0,micro;raw;shoulder,,per_peak_heatmaps/peak_group_182_8.346deg_correlation.png,per_peak_matrices/peak_group_182_8.346deg_correlation.csv
183,8.374289,2,3.9GPa;15.6GPa,0.00120603,0.117647,0,2,0,matched;residual,3,per_peak_heatmaps/peak_group_183_8.374deg_correlation.png,per_peak_matrices/peak_group_183_8.374deg_correlation.csv
184,8.420329,5,5GPa;6.2GPa;6.6GPa;9.8GPa;13.3GPa,0.00112775,0.294118,2,4,0,matched;micro;raw;residual;shoulder,2;3,per_peak_heatmaps/peak_group_184_8.420deg_correlation.png,per_peak_matrices/peak_group_184_8.420deg_correlation.csv
185,8.440657,4,3.9GPa;6.2GPa;8.5GPa;15.6GPa,0.00119611,0.235294,4,1,0,matched;micro;raw;residual;shoulder,2;3;8,per_peak_heatmaps/peak_group_185_8.441deg_correlation.png,per_peak_matrices/peak_group_185_8.441deg_correlation.csv
186,8.478543,7,0.7GPa;1.3GPa;2.3GPa;7.4GPa;8.5GPa;9.8GPa;10.4GPa,0.000259502,0.411765,3,6,0,matched;micro;raw;residual;shoulder,2;3,per_peak_heatmaps/peak_group_186_8.479deg_correlation.png,per_peak_matrices/peak_group_186_8.479deg_correlation.csv
187,8.501226,2,7.4GPa;9.8GPa,0.000653446,0.117647,2,2,0,matched;micro;raw;shoulder,2;5,per_peak_heatmaps/peak_group_187_8.501deg_correlation.png,per_peak_matrices/peak_group_187_8.501deg_correlation.csv
188,8.547506,4,2.3GPa;7.4GPa;9.8GPa;12.8GPa,0.000627265,0.235294,2,3,0,matched;micro;raw;shoulder,2;3;8,per_peak_heatmaps/peak_group_188_8.548deg_correlation.png,per_peak_matrices/peak_group_188_8.548deg_correlation.csv
189,8.572916,6,1GPa;5GPa;9.8GPa;10.4GPa;12.8GPa;15.6GPa,0.000869102,0.352941,3,4,0,matched;micro;raw;residual;shoulder,2;3;5,per_peak_heatmaps/peak_group_189_8.573deg_correlation.png,per_peak_matrices/peak_group_189_8.573deg_correlation.csv
190,8.605574,4,1GPa;3.9GPa;8.5GPa;15.6GPa,0.00291791,0.235294,1,4,0,micro;raw;shoulder,,per_peak_heatmaps/peak_group_190_8.606deg_correlation.png,per_peak_matrices/peak_group_190_8.606deg_correlation.csv
191,8.641886,6,1.5GPa;6.2GPa;7.4GPa;8.5GPa;10.4GPa;13.3GPa,0.00428004,0.352941,4,3,0,bump;matched;micro;raw;shoulder,2,per_peak_heatmaps/peak_group_191_8.642deg_correlation.png,per_peak_matrices/peak_group_191_8.642deg_correlation.csv
192,8.674413,6,0.7GPa;1GPa;2.4GPa_decomp;9.8GPa;12.8GPa;15.6GPa,0.0055327,0.352941,5,3,0,bump;matched;micro;raw;residual;shoulder,2;8,per_peak_heatmaps/peak_group_192_8.674deg_correlation.png,per_peak_matrices/peak_group_192_8.674deg_correlation.csv
193,8.698683,6,1GPa;2.3GPa;2.4GPa_decomp;8.5GPa;9.8GPa;10.4GPa,0.00766801,0.352941,4,4,0,bump;matched;micro;raw;shoulder,2;3;5,per_peak_heatmaps/peak_group_193_8.699deg_correlation.png,per_peak_matrices/peak_group_193_8.699deg_correlation.csv
194,8.729662,3,2.3GPa;2.4GPa_decomp;3.9GPa,0.00681877,0.176471,3,1,0,matched;micro;raw;shoulder,2;8,per_peak_heatmaps/peak_group_194_8.730deg_correlation.png,per_peak_matrices/peak_group_194_8.730deg_correlation.csv
195,8.767421,5,2.3GPa;5GPa;6.2GPa;12.8GPa;13.3GPa,0.00369227,0.294118,3,4,0,bump;matched;micro;raw;shoulder,2;5,per_peak_heatmaps/peak_group_195_8.767deg_correlation.png,per_peak_matrices/peak_group_195_8.767deg_correlation.csv
196,8.803706,5,1GPa;5GPa;6.2GPa;9.8GPa;10.4GPa,0.0111849,0.294118,2,3,0,matched;micro;raw;shoulder,3,per_peak_heatmaps/peak_group_196_8.804deg_correlation.png,per_peak_matrices/peak_group_196_8.804deg_correlation.csv
197,8.840323,6,2.3GPa;3.9GPa;5GPa;6.2GPa;7.4GPa;9.8GPa,0.0124578,0.352941,4,6,0,bump;matched;micro;raw;residual;shoulder,2;3;5,per_peak_heatmaps/peak_group_197_8.840deg_correlation.png,per_peak_matrices/peak_group_197_8.840deg_correlation.csv
198,8.869954,7,1.5GPa;3.9GPa;5GPa;7.4GPa;8.5GPa;9.8GPa;13.3GPa,0.0123375,0.411765,5,4,0,matched;micro;raw;shoulder,2;3,per_peak_heatmaps/peak_group_198_8.870deg_correlation.png,per_peak_matrices/peak_group_198_8.870deg_correlation.csv
199,8.892082,7,0.7GPa;1GPa;1.5GPa;5GPa;7.4GPa;8.5GPa;9.8GPa,0.0151632,0.411765,2,6,0,bump;matched;micro;raw;residual;shoulder,2;3;8,per_peak_heatmaps/peak_group_199_8.892deg_correlation.png,per_peak_matrices/peak_group_199_8.892deg_correlation.csv
200,8.924346,7,1GPa;1.3GPa;5GPa;6.2GPa;9.8GPa;12.8GPa;15.6GPa,0.0118043,0.411765,7,3,0,bump;matched;micro;raw;residual;shoulder,3;5;8,per_peak_heatmaps/peak_group_200_8.924deg_correlation.png,per_peak_matrices/peak_group_200_8.924deg_correlation.csv
201,8.962157,5,1GPa;1.5GPa;2.3GPa;9.8GPa;12.8GPa,0.00916375,0.294118,3,3,0,bump;matched;micro;raw;shoulder,2;3,per_peak_heatmaps/peak_group_201_8.962deg_correlation.png,per_peak_matrices/peak_group_201_8.962deg_correlation.csv
202,8.990237,4,2.3GPa;5GPa;9.8GPa;15.6GPa,0.00421623,0.235294,2,2,0,bump;matched;micro;residual,3;8,per_peak_heatmaps/peak_group_202_8.990deg_correlation.png,per_peak_matrices/peak_group_202_8.990deg_correlation.csv
203,9.046025,7,1GPa;3.9GPa;5GPa;6.2GPa;6.6GPa;9.8GPa;15.6GPa,0.00308174,0.411765,5,3,0,bump;matched;raw;residual;shoulder,3;5;8,per_peak_heatmaps/peak_group_203_9.046deg_correlation.png,per_peak_matrices/peak_group_203_9.046deg_correlation.csv
204,9.074369,8,3.9GPa;5GPa;6.2GPa;7.4GPa;8.5GPa;9.8GPa;10.4GPa;15.6GPa,0.00323411,0.470588,7,5,0,matched;micro;raw;shoulder,2;3,per_peak_heatmaps/peak_group_204_9.074deg_correlation.png,per_peak_matrices/peak_group_204_9.074deg_correlation.csv
205,9.102263,8,1GPa;1.5GPa;2.3GPa;6.2GPa;6.6GPa;7.4GPa;8.5GPa;9.8GPa,0.00464227,0.470588,5,4,0,bump;matched;micro;raw;shoulder,2;3;5;8,per_peak_heatmaps/peak_group_205_9.102deg_correlation.png,per_peak_matrices/peak_group_205_9.102deg_correlation.csv
206,9.130544,6,1.5GPa;6.2GPa;6.6GPa;7.4GPa;10.4GPa;13.3GPa,0.00592707,0.352941,3,3,0,matched;micro;raw;residual;shoulder,2;3;8,per_peak_heatmaps/peak_group_206_9.131deg_correlation.png,per_peak_matrices/peak_group_206_9.131deg_correlation.csv
207,9.170933,7,2.3GPa;6.2GPa;6.6GPa;8.5GPa;9.8GPa;10.4GPa;13.3GPa,0.00774026,0.411765,6,2,0,bump;matched;micro;raw;residual;shoulder,2;3;5;8,per_peak_heatmaps/peak_group_207_9.171deg_correlation.png,per_peak_matrices/peak_group_207_9.171deg_correlation.csv
208,9.199949,4,2.3GPa;7.4GPa;10.4GPa;13.3GPa,0.00718383,0.235294,4,1,0,bump;matched;micro;raw;shoulder,2;3,per_peak_heatmaps/peak_group_208_9.200deg_correlation.png,per_peak_matrices/peak_group_208_9.200deg_correlation.csv
209,9.237447,4,3.9GPa;7.4GPa;12.8GPa;13.3GPa,0.00402144,0.235294,3,1,0,bump;micro;raw;shoulder,,per_peak_heatmaps/peak_group_209_9.237deg_correlation.png,per_peak_matrices/peak_group_209_9.237deg_correlation.csv
210,9.271309,5,1GPa;7.4GPa;10.4GPa;12.8GPa;13.3GPa,0.0271544,0.294118,1,4,0,bump;micro;raw;shoulder,,per_peak_heatmaps/peak_group_210_9.271deg_correlation.png,per_peak_matrices/peak_group_210_9.271deg_correlation.csv
211,9.306550,4,1.3GPa;1.5GPa;5GPa;8.5GPa,0.0853754,0.235294,1,4,0,bump;matched;micro;raw;shoulder,3,per_peak_heatmaps/peak_group_211_9.307deg_correlation.png,per_peak_matrices/peak_group_211_9.307deg_correlation.csv
212,9.338494,4,2.4GPa_decomp;6.2GPa;6.6GPa;8.5GPa,0.25382,0.235294,2,2,0,bump;matched;micro;raw;shoulder,2;3,per_peak_heatmaps/peak_group_212_9.338deg_correlation.png,per_peak_matrices/peak_group_212_9.338deg_correlation.csv
213,9.369401,5,1GPa;2.4GPa_decomp;5GPa;6.2GPa;9.8GPa,0.306996,0.294118,3,3,0,bump;matched;micro;raw;residual;shoulder,2;3;8,per_peak_heatmaps/peak_group_213_9.369deg_correlation.png,per_peak_matrices/peak_group_213_9.369deg_correlation.csv
214,9.395331,8,0.7GPa;1.3GPa;1.5GPa;7.4GPa;8.5GPa;9.8GPa;13.3GPa;15.6GPa,0.328441,0.470588,9,2,0,bump;matched;micro;raw;residual;shoulder,2;3;5;8,per_peak_heatmaps/peak_group_214_9.395deg_correlation.png,per_peak_matrices/peak_group_214_9.395deg_correlation.csv
215,9.433925,4,2.3GPa;3.9GPa;7.4GPa;12.8GPa,0.21523,0.235294,1,3,0,bump;matched;micro;raw;shoulder,2,per_peak_heatmaps/peak_group_215_9.434deg_correlation.png,per_peak_matrices/peak_group_215_9.434deg_correlation.csv
216,9.450095,3,2.3GPa;6.6GPa;8.5GPa,0.214876,0.176471,2,1,0,bump;matched;micro;raw;residual;shoulder,5,per_peak_heatmaps/peak_group_216_9.450deg_correlation.png,per_peak_matrices/peak_group_216_9.450deg_correlation.csv
217,9.480984,5,1GPa;6.6GPa;8.5GPa;9.8GPa;10.4GPa,0.148858,0.294118,2,3,0,bump;matched;micro;raw;residual;shoulder,5;8,per_peak_heatmaps/peak_group_217_9.481deg_correlation.png,per_peak_matrices/peak_group_217_9.481deg_correlation.csv
218,9.513614,3,1.5GPa;3.9GPa;13.3GPa,0.184388,0.176471,2,1,0,bump;matched;micro;raw;residual;shoulder,5,per_peak_heatmaps/peak_group_218_9.514deg_correlation.png,per_peak_matrices/peak_group_218_9.514deg_correlation.csv
219,9.560449,1,5GPa,0.117914,0.0588235,1,0,0,bump;matched;micro;raw;residual;shoulder,5,per_peak_heatmaps/peak_group_219_9.560deg_correlation.png,per_peak_matrices/peak_group_219_9.560deg_correlation.csv
220,9.592521,4,0.7GPa;1.3GPa;1.5GPa;6.2GPa,0.130843,0.235294,1,4,0,bump;matched;micro;raw;residual;shoulder,2;3;5,per_peak_heatmaps/peak_group_220_9.593deg_correlation.png,per_peak_matrices/peak_group_220_9.593deg_correlation.csv
221,9.633151,4,3.9GPa;7.4GPa;8.5GPa;15.6GPa,0.140493,0.235294,2,2,0,bump;matched;micro;raw;residual;shoulder,5,per_peak_heatmaps/peak_group_221_9.633deg_correlation.png,per_peak_matrices/peak_group_221_9.633deg_correlation.csv
222,9.670377,4,0.7GPa;1GPa;6.6GPa;9.8GPa,0.268361,0.235294,2,3,0,bump;matched;micro;raw;residual;shoulder,3;5,per_peak_heatmaps/peak_group_222_9.670deg_correlation.png,per_peak_matrices/peak_group_222_9.670deg_correlation.csv
223,9.702888,4,1.3GPa;1.5GPa;10.4GPa;12.8GPa,0.318309,0.235294,1,3,0,bump;matched;micro;raw;residual;shoulder,3;8,per_peak_heatmaps/peak_group_223_9.703deg_correlation.png,per_peak_matrices/peak_group_223_9.703deg_correlation.csv
224,9.740329,4,1GPa;1.5GPa;2.3GPa;3.9GPa,0.282699,0.235294,2,3,0,bump;micro;raw;shoulder,,per_peak_heatmaps/peak_group_224_9.740deg_correlation.png,per_peak_matrices/peak_group_224_9.740deg_correlation.csv
225,9.766064,1,3.9GPa,0.148968,0.0588235,2,0,0,matched;residual,3,per_peak_heatmaps/peak_group_225_9.766deg_correlation.png,per_peak_matrices/peak_group_225_9.766deg_correlation.csv
226,9.807335,7,1GPa;1.5GPa;2.3GPa;3.9GPa;5GPa;6.2GPa;7.4GPa,0.0321036,0.411765,8,2,0,bump;matched;micro;raw;shoulder,2;3;5,per_peak_heatmaps/peak_group_226_9.807deg_correlation.png,per_peak_matrices/peak_group_226_9.807deg_correlation.csv
227,9.829355,6,1GPa;2.3GPa;2.4GPa_decomp;3.9GPa;5GPa;6.2GPa,0.0549105,0.352941,4,3,0,bump;matched;micro;raw;shoulder,2;3,per_peak_heatmaps/peak_group_227_9.829deg_correlation.png,per_peak_matrices/peak_group_227_9.829deg_correlation.csv
228,9.874274,4,1GPa;1.5GPa;2.4GPa_decomp;3.9GPa,0.111128,0.235294,4,1,0,matched;residual,2;3;5,per_peak_heatmaps/peak_group_228_9.874deg_correlation.png,per_peak_matrices/peak_group_228_9.874deg_correlation.csv
229,9.917810,6,0.7GPa;1.5GPa;2.4GPa_decomp;6.2GPa;8.5GPa;15.6GPa,0.152989,0.352941,7,3,0,bump;matched;micro;raw;residual;shoulder,3;5;8,per_peak_heatmaps/peak_group_229_9.918deg_correlation.png,per_peak_matrices/peak_group_229_9.918deg_correlation.csv
230,9.943391,4,1.3GPa;1.5GPa;6.2GPa;9.8GPa,0.167961,0.235294,3,1,0,bump;matched;micro;raw;residual;shoulder,2;3;8,per_peak_heatmaps/peak_group_230_9.943deg_correlation.png,per_peak_matrices/peak_group_230_9.943deg_correlation.csv
231,9.985616,3,2.3GPa;2.4GPa_decomp;9.8GPa,0.123344,0.176471,2,1,0,matched;micro;raw;shoulder,2;8,per_peak_heatmaps/peak_group_231_9.986deg_correlation.png,per_peak_matrices/peak_group_231_9.986deg_correlation.csv
232,10.013829,5,2.3GPa;3.9GPa;6.6GPa;7.4GPa;12.8GPa,0.0652633,0.294118,3,2,0,bump;matched;micro;raw;residual;shoulder,3;8,per_peak_heatmaps/peak_group_232_10.014deg_correlation.png,per_peak_matrices/peak_group_232_10.014deg_correlation.csv
233,10.055210,7,1.5GPa;3.9GPa;5GPa;7.4GPa;8.5GPa;10.4GPa;12.8GPa,0.0432794,0.411765,3,5,0,bump;matched;micro;raw;residual;shoulder,2;3;8,per_peak_heatmaps/peak_group_233_10.055deg_correlation.png,per_peak_matrices/peak_group_233_10.055deg_correlation.csv
234,10.082301,2,5GPa;13.3GPa,0.0415261,0.117647,3,0,0,bump;matched;micro;raw;residual;shoulder,3;5;8,per_peak_heatmaps/peak_group_234_10.082deg_correlation.png,per_peak_matrices/peak_group_234_10.082deg_correlation.csv
235,10.101736,4,2.3GPa;5GPa;6.2GPa;9.8GPa,0.0399213,0.235294,2,3,0,matched;micro;raw;residual;shoulder,3;8,per_peak_heatmaps/peak_group_235_10.102deg_correlation.png,per_peak_matrices/peak_group_235_10.102deg_correlation.csv
236,10.136729,4,3.9GPa;6.2GPa;7.4GPa;8.5GPa,0.0189187,0.235294,3,2,0,bump;matched;micro;raw;residual;shoulder,3;5,per_peak_heatmaps/peak_group_236_10.137deg_correlation.png,per_peak_matrices/peak_group_236_10.137deg_correlation.csv
237,10.168426,8,0.7GPa;1GPa;1.3GPa;1.5GPa;3.9GPa;7.4GPa;8.5GPa;9.8GPa,0.018437,0.470588,3,6,0,bump;matched;micro;raw;residual;shoulder,2;3;5,per_peak_heatmaps/peak_group_237_10.168deg_correlation.png,per_peak_matrices/peak_group_237_10.168deg_correlation.csv
238,10.206580,5,1GPa;1.5GPa;2.3GPa;8.5GPa;9.8GPa,0.0166711,0.294118,4,3,0,matched;micro;raw;residual;shoulder,2;3;5;8,per_peak_heatmaps/peak_group_238_10.207deg_correlation.png,per_peak_matrices/peak_group_238_10.207deg_correlation.csv
239,10.243535,4,0.7GPa;2.3GPa;9.8GPa;12.8GPa,0.0223207,0.235294,3,2,0,bump;matched;micro;raw;shoulder,3;5;8,per_peak_heatmaps/peak_group_239_10.244deg_correlation.png,per_peak_matrices/peak_group_239_10.244deg_correlation.csv
240,10.281990,5,0.7GPa;1GPa;2.3GPa;9.8GPa;12.8GPa,0.0228144,0.294118,1,4,0,matched;micro;raw;residual;shoulder,2,per_peak_heatmaps/peak_group_240_10.282deg_correlation.png,per_peak_matrices/peak_group_240_10.282deg_correlation.csv
241,10.328086,5,1.5GPa;2.3GPa;3.9GPa;5GPa;15.6GPa,0.00997097,0.294118,0,5,0,bump;matched;micro;raw;residual;shoulder,2,per_peak_heatmaps/peak_group_241_10.328deg_correlation.png,per_peak_matrices/peak_group_241_10.328deg_correlation.csv
242,10.364363,4,0.7GPa;2.4GPa_decomp;5GPa;6.2GPa,7.614e-05,0.235294,0,4,0,matched;micro;raw;shoulder,2,per_peak_heatmaps/peak_group_242_10.364deg_correlation.png,per_peak_matrices/peak_group_242_10.364deg_correlation.csv
243,10.435574,5,0.7GPa;2.3GPa;6.2GPa;8.5GPa;12.8GPa,0.00433841,0.294118,0,5,0,bump;matched;raw;residual;shoulder,2,per_peak_heatmaps/peak_group_243_10.436deg_correlation.png,per_peak_matrices/peak_group_243_10.436deg_correlation.csv
244,10.476643,2,0.7GPa;10.4GPa,0.0436058,0.117647,0,2,0,matched;shoulder,2,per_peak_heatmaps/peak_group_244_10.477deg_correlation.png,per_peak_matrices/peak_group_244_10.477deg_correlation.csv
245,10.515759,2,1GPa;15.6GPa,0.0935342,0.117647,1,1,0,bump;matched;micro;raw;residual;shoulder,3,per_peak_heatmaps/peak_group_245_10.516deg_correlation.png,per_peak_matrices/peak_group_245_10.516deg_correlation.csv
246,10.558034,2,1.5GPa;15.6GPa,0.0933062,0.117647,2,0,0,bump;matched;residual,3;8,per_peak_heatmaps/peak_group_246_10.558deg_correlation.png,per_peak_matrices/peak_group_246_10.558deg_correlation.csv
247,10.608767,9,0.7GPa;1GPa;1.3GPa;1.5GPa;2.3GPa;3.9GPa;6.2GPa;7.4GPa;15.6GPa,0.0928907,0.529412,9,2,0,bump;matched;micro;raw;residual;shoulder,2;3;5;8,per_peak_heatmaps/peak_group_247_10.609deg_correlation.png,per_peak_matrices/peak_group_247_10.609deg_correlation.csv
248,10.646925,8,2.3GPa;2.4GPa_decomp;3.9GPa;5GPa;6.2GPa;7.4GPa;8.5GPa;13.3GPa,0.180973,0.470588,10,0,0,bump;matched;micro;raw;residual;shoulder,2;3;5;8,per_peak_heatmaps/peak_group_248_10.647deg_correlation.png,per_peak_matrices/peak_group_248_10.647deg_correlation.csv
249,10.673075,8,2.4GPa_decomp;3.9GPa;5GPa;6.2GPa;6.6GPa;7.4GPa;8.5GPa;9.8GPa,0.203226,0.470588,13,0,0,bump;matched;micro;raw;residual;shoulder,2;3;5;8,per_peak_heatmaps/peak_group_249_10.673deg_correlation.png,per_peak_matrices/peak_group_249_10.673deg_correlation.csv
250,10.704100,7,1GPa;5GPa;6.2GPa;7.4GPa;9.8GPa;10.4GPa;12.8GPa,0.187954,0.411765,7,0,0,bump;matched;micro;raw;residual;shoulder,2;3;5;8,per_peak_heatmaps/peak_group_250_10.704deg_correlation.png,per_peak_matrices/peak_group_250_10.704deg_correlation.csv
251,10.733626,5,1GPa;1.5GPa;6.2GPa;12.8GPa;13.3GPa,0.110396,0.294118,6,0,0,bump;matched;micro;raw;residual;shoulder,2;5;8,per_peak_heatmaps/peak_group_251_10.734deg_correlation.png,per_peak_matrices/peak_group_251_10.734deg_correlation.csv
252,10.762425,1,1.5GPa,0.0644594,0.0588235,1,0,0,matched;micro;raw;shoulder,3,per_peak_heatmaps/peak_group_252_10.762deg_correlation.png,per_peak_matrices/peak_group_252_10.762deg_correlation.csv
253,10.816963,7,0.7GPa;1.3GPa;2.3GPa;3.9GPa;7.4GPa;12.8GPa;15.6GPa,0.0438465,0.411765,3,6,0,bump;matched;micro;raw;residual;shoulder,2;3;5,per_peak_heatmaps/peak_group_253_10.817deg_correlation.png,per_peak_matrices/peak_group_253_10.817deg_correlation.csv
254,10.841502,2,6.2GPa;7.4GPa,0.0371393,0.117647,0,2,0,micro;raw;shoulder,,per_peak_heatmaps/peak_group_254_10.842deg_correlation.png,per_peak_matrices/peak_group_254_10.842deg_correlation.csv
255,10.883870,4,0.7GPa;1GPa;3.9GPa;12.8GPa,0.0699886,0.235294,2,4,0,bump;matched;micro;raw;residual;shoulder,2;5;8,per_peak_heatmaps/peak_group_255_10.884deg_correlation.png,per_peak_matrices/peak_group_255_10.884deg_correlation.csv
256,10.904780,6,1.3GPa;1.5GPa;5GPa;8.5GPa;9.8GPa;15.6GPa,0.0643351,0.352941,1,5,0,bump;matched;micro;raw;residual;shoulder,5,per_peak_heatmaps/peak_group_256_10.905deg_correlation.png,per_peak_matrices/peak_group_256_10.905deg_correlation.csv
257,10.956457,5,5GPa;6.2GPa;6.6GPa;10.4GPa;15.6GPa,0.043287,0.294118,2,3,0,matched;micro;raw;shoulder,2;3;5,per_peak_heatmaps/peak_group_257_10.956deg_correlation.png,per_peak_matrices/peak_group_257_10.956deg_correlation.csv
258,10.991096,5,1GPa;2.4GPa_decomp;5GPa;6.2GPa;7.4GPa,0.10368,0.294118,5,2,0,bump;matched;micro;raw;residual;shoulder,3;5,per_peak_heatmaps/peak_group_258_10.991deg_correlation.png,per_peak_matrices/peak_group_258_10.991deg_correlation.csv
259,11.033150,8,1GPa;1.5GPa;2.4GPa_decomp;3.9GPa;6.6GPa;7.4GPa;8.5GPa;9.8GPa,0.12126,0.470588,9,2,0,bump;matched;micro;raw;residual;shoulder,2;3;5;8,per_peak_heatmaps/peak_group_259_11.033deg_correlation.png,per_peak_matrices/peak_group_259_11.033deg_correlation.csv
260,11.071070,5,2.3GPa;2.4GPa_decomp;5GPa;8.5GPa;9.8GPa,0.0887902,0.294118,6,0,0,bump;matched;micro;raw;residual;shoulder,3;8,per_peak_heatmaps/peak_group_260_11.071deg_correlation.png,per_peak_matrices/peak_group_260_11.071deg_correlation.csv
261,11.096601,7,0.7GPa;2.3GPa;2.4GPa_decomp;5GPa;12.8GPa;13.3GPa;15.6GPa,0.0439613,0.411765,3,5,0,matched;micro;raw;shoulder,2;3,per_peak_heatmaps/peak_group_261_11.097deg_correlation.png,per_peak_matrices/peak_group_261_11.097deg_correlation.csv
262,11.126180,2,2.4GPa_decomp;6.2GPa,0.0819865,0.117647,1,1,0,matched;micro;raw;shoulder,2,per_peak_heatmaps/peak_group_262_11.126deg_correlation.png,per_peak_matrices/peak_group_262_11.126deg_correlation.csv
263,11.150143,5,0.7GPa;1.3GPa;3.9GPa;6.6GPa;12.8GPa,0.144445,0.294118,2,3,0,bump;matched;micro;raw;residual;shoulder,3;5,per_peak_heatmaps/peak_group_263_11.150deg_correlation.png,per_peak_matrices/peak_group_263_11.150deg_correlation.csv
264,11.200411,2,3.9GPa;5GPa,0.222228,0.117647,3,0,0,bump;matched;micro;raw;residual;shoulder,5,per_peak_heatmaps/peak_group_264_11.200deg_correlation.png,per_peak_matrices/peak_group_264_11.200deg_correlation.csv
265,11.245706,3,2.3GPa;6.2GPa;6.6GPa,0.255169,0.176471,2,2,0,bump;matched;micro;raw;residual;shoulder,2;3;5,per_peak_heatmaps/peak_group_265_11.246deg_correlation.png,per_peak_matrices/peak_group_265_11.246deg_correlation.csv
266,11.291496,5,1GPa;6.6GPa;7.4GPa;10.4GPa;12.8GPa,0.247507,0.294118,7,2,0,bump;matched;micro;raw;residual;shoulder,2;3;5;8,per_peak_heatmaps/peak_group_266_11.291deg_correlation.png,per_peak_matrices/peak_group_266_11.291deg_correlation.csv
267,11.324044,7,1GPa;1.5GPa;3.9GPa;8.5GPa;9.8GPa;10.4GPa;12.8GPa,0.252593,0.411765,6,2,0,bump;matched;micro;raw;residual;shoulder,3;5,per_peak_heatmaps/peak_group_267_11.324deg_correlation.png,per_peak_matrices/peak_group_267_11.324deg_correlation.csv
268,11.363412,1,1.5GPa,0.209812,0.0588235,1,0,0,matched,5,per_peak_heatmaps/peak_group_268_11.363deg_correlation.png,per_peak_matrices/peak_group_268_11.363deg_correlation.csv
269,11.397018,1,2.3GPa,0.102171,0.0588235,2,0,0,bump;matched;micro;raw;residual;shoulder,3;8,per_peak_heatmaps/peak_group_269_11.397deg_correlation.png,per_peak_matrices/peak_group_269_11.397deg_correlation.csv
270,11.442408,2,6.2GPa;12.8GPa,0.0797492,0.117647,2,1,0,bump;matched;micro;raw;shoulder,3,per_peak_heatmaps/peak_group_270_11.442deg_correlation.png,per_peak_matrices/peak_group_270_11.442deg_correlation.csv
271,11.458774,3,0.7GPa;3.9GPa;6.2GPa,0.0843485,0.176471,2,1,0,bump;matched;micro;raw;residual;shoulder,3;8,per_peak_heatmaps/peak_group_271_11.459deg_correlation.png,per_peak_matrices/peak_group_271_11.459deg_correlation.csv
272,11.499311,5,1.3GPa;3.9GPa;6.6GPa;8.5GPa;15.6GPa,0.0873771,0.294118,3,2,0,bump;matched;micro;raw;residual;shoulder,8,per_peak_heatmaps/peak_group_272_11.499deg_correlation.png,per_peak_matrices/peak_group_272_11.499deg_correlation.csv
273,11.528085,4,3.9GPa;5GPa;8.5GPa;10.4GPa,0.0746171,0.235294,4,1,0,bump;matched;micro;raw;shoulder,2;3;5,per_peak_heatmaps/peak_group_273_11.528deg_correlation.png,per_peak_matrices/peak_group_273_11.528deg_correlation.csv
274,11.556451,4,1GPa;5GPa;6.2GPa;10.4GPa,0.072165,0.235294,5,0,0,bump;matched;micro;raw;residual;shoulder,3;5;8,per_peak_heatmaps/peak_group_274_11.556deg_correlation.png,per_peak_matrices/peak_group_274_11.556deg_correlation.csv
275,11.584929,3,6.2GPa;6.6GPa;7.4GPa,0.0500371,0.176471,3,0,0,bump;matched;micro;raw;residual;shoulder,3;5;8,per_peak_heatmaps/peak_group_275_11.585deg_correlation.png,per_peak_matrices/peak_group_275_11.585deg_correlation.csv
276,11.632226,3,2.3GPa;7.4GPa;8.5GPa,0.0310249,0.176471,2,1,0,bump;matched;micro;raw;shoulder,3,per_peak_heatmaps/peak_group_276_11.632deg_correlation.png,per_peak_matrices/peak_group_276_11.632deg_correlation.csv
277,11.663952,5,5GPa;7.4GPa;8.5GPa;9.8GPa;12.8GPa,0.0425012,0.294118,5,2,0,bump;matched;micro;raw;shoulder,3;5,per_peak_heatmaps/peak_group_277_11.664deg_correlation.png,per_peak_matrices/peak_group_277_11.664deg_correlation.csv
278,11.710708,8,0.7GPa;1.3GPa;3.9GPa;5GPa;9.8GPa;12.8GPa;13.3GPa;15.6GPa,0.0751457,0.470588,4,6,0,bump;matched;micro;raw;residual;shoulder,3;5;8,per_peak_heatmaps/peak_group_278_11.711deg_correlation.png,per_peak_matrices/peak_group_278_11.711deg_correlation.csv
279,11.753173,5,0.7GPa;1GPa;5GPa;6.2GPa;13.3GPa,0.0620435,0.294118,2,4,0,bump;matched;micro;raw;shoulder,3;5,per_peak_heatmaps/peak_group_279_11.753deg_correlation.png,per_peak_matrices/peak_group_279_11.753deg_correlation.csv
